Performances_ID,Image,Collection,Production,Date,Original language,Huis
295679,1913-1914 Vlaamse Opera_00143-20211216_171052.jpg,1913-1914,Martha,10/02/1914,DUI,Vlaamse Opera
321568,1913-1914 Vlaamse Opera_00146-20211216_171126.jpg,1913-1914,Herbergprinses + Het Minnebrugje,15/02/1914,NL ; NL,Vlaamse Opera
875909,1913-1914 Vlaamse Opera_00148-20211216_171148.jpg,1913-1914,Het Lied van Heer Halewijn + Heibieke,17/02/1914,FR ; NL,Vlaamse Opera
411397,1913-1914 Vlaamse Opera_00150-20211216_171205.jpg,1913-1914,De Juweelen der Madonna,21/02/1914,ITA,Vlaamse Opera
373788,1913-1914 Vlaamse Opera_00152-20211216_171223.jpg,1913-1914,Het Lied van Heer Halewijn + De Bedelstudent,22/02/1914,FR ; DUI,Vlaamse Opera
269641,1913-1914 Vlaamse Opera_00154-20211216_171252.jpg,1913-1914,De Vrijschutter + Christ'l,23/02/1914,DUI ; ?,Vlaamse Opera
755839,1913-1914 Vlaamse Opera_00156-20211216_171318.jpg,1913-1914,Martha + De Lustige Boer,24/02/1914,DUI ; DUI,Vlaamse Opera
713100,1913-1914 Vlaamse Opera_00158-20211216_171347.jpg,1913-1914,Hoffmann's Vertellingenen,26/02/1914,FR,Vlaamse Opera
530654,1913-1914 Vlaamse Opera_00160-20211216_171417.jpg,1913-1914,De Walküre,28/02/1914,DUI,Vlaamse Opera
911344,1913-1914 Vlaamse Opera_00162-20211216_171444.jpg,1913-1914,De Vrijschutter + De Lustige Boer,01/03/1914,DUI ; DUI,Vlaamse Opera
832887,1913-1914 Vlaamse Opera_00164-20211216_171511.jpg,1913-1914,De Juweelen der Madonna,05/03/1914,ITA,Vlaamse Opera
358338,1913-1914 Vlaamse Opera_00168-20211216_171558.jpg,1913-1914,Christ'l,07/03/1914,?,Vlaamse Opera
953355,1913-1914 Vlaamse Opera_00170-20211216_171619.jpg,1913-1914,Herbergprinses + Het Minnebrugje,08/03/1914,NL ; NL,Vlaamse Opera
770009,1913-1914 Vlaamse Opera_00172-20211216_172620.jpg,1913-1914,De Walküre,10/03/1914,DUI,Vlaamse Opera
263586,1913-1914 Vlaamse Opera_00174-20211216_172644.jpg,1913-1914,De Vliegende Hollander,14/03/1914,DEE,Vlaamse Opera
638202,1913-1914 Vlaamse Opera_00176-20211216_172704.jpg,1913-1914,Hoffmann's Vertellingenen,15/03/1914,FR,Vlaamse Opera
674299,1913-1914 Vlaamse Opera_00178-20211216_172724.jpg,1913-1914,De Walkure,15/03/1914,DUI,Vlaamse Opera
747591,1913-1914 Vlaamse Opera_00180-20211216_172741.jpg,1913-1914,Parsifal,17/03/1914,DUI,Vlaamse Opera
729667,1913-1914 Vlaamse Opera_00215-20211216_173235.jpg,1913-1914,De Juweelen der Madonna + Graaf Chabert,22/03/1914,ITA ; DUI,Vlaamse Opera
688441,1913-1914 Vlaamse Opera_00216-20211216_173242.jpg,1913-1914,De Juweelen der Madonna + Graaf Chabert,23/03/1914,ITA ; DUI,Vlaamse Opera
208144,1913-1914 Vlaamse Opera_00217-20211216_173246.jpg,1913-1914,Alcea + Hans in Schnokoloch,29/03/1914,NL ; ?,Vlaamse Opera
933382,1913-1914 Vlaamse Opera_00219-20211216_173301.jpg,1913-1914,Shylock,31/03/1914,FR,Vlaamse Opera
258601,1913-1914 Vlaamse Opera_00221-20211216_173311.jpg,1913-1914,De Juweelen der Madonna,02/04/1914,ITA,Vlaamse Opera
735927,1918-1919_00005-20220207_093812.jpg,1918-1919,Prinses Zonneschijn,12/10/1918,NL,Vlaamse Opera
471157,1918-1919_00005-20220207_093812.jpg,1918-1919,Prinses Zonneschijn,10/10/1918,NL,Vlaamse Opera
911314,1918-1919_00005-20220207_093812.jpg,1918-1919,Prinses Zonneschijn,13/10/1918,NL,Vlaamse Opera
583868,1918-1919_00007-20220207_093824.jpg,1918-1919,Martha,17/10/1918,DUI,Vlaamse Opera
765518,1918-1919_00007-20220207_093824.jpg,1918-1919,Martha,19/10/1918,DUI,Vlaamse Opera
320812,1918-1919_00007-20220207_093824.jpg,1918-1919,Martha,20/10/1918,DUI,Vlaamse Opera
841761,1918-1919_00010-20220207_093844.jpg,1918-1919,Prinses Zonneschijn,26/10/1918,NL,Vlaamse Opera
664621,1918-1919_00010-20220207_093844.jpg,1918-1919,Prinses Zonneschijn,27/10/1918,NL,Vlaamse Opera
847297,1918-1919_00012-20220207_093918.jpg,1918-1919,De Vliegende Hollander,31/10/1918,DEE,Vlaamse Opera
962036,1918-1919_00012-20220207_093918.jpg,1918-1919,De Vliegende Hollander,02/11/1918,DEE,Vlaamse Opera
515561,1918-1919_00012-20220207_093918.jpg,1918-1919,De Vliegende Hollander,03/11/1918,DEE,Vlaamse Opera
918971,1918-1919_00014-20220207_093935.jpg,1918-1919,Orpheus,07/11/1918,FR,Vlaamse Opera
221315,1918-1919_00014-20220207_093935.jpg,1918-1919,Orpheus,09/11/1918,FR,Vlaamse Opera
983033,1918-1919_00014-20220207_093935.jpg,1918-1919,Orpheus,10/11/1918,FR,Vlaamse Opera
430805,1918-1919_00016-20220207_093957.jpg,1918-1919,De Bruid der Zee,14/11/1918,NL,Vlaamse Opera
949867,1918-1919_00016-20220207_093957.jpg,1918-1919,De Bruid der Zee,16/11/1918,NL,Vlaamse Opera
522541,1918-1919_00016-20220207_093957.jpg,1918-1919,De Bruid der Zee,17/11/1918,NL,Vlaamse Opera
452179,1918-1919_00018-20220207_094013.jpg,1918-1919,Don Juan,28/11/1918,ITA,Vlaamse Opera
490544,1918-1919_00018-20220207_094013.jpg,1918-1919,Don Juan,01/12/1918,ITA,Vlaamse Opera
216184,1918-1919_00018-20220207_094013.jpg,1918-1919,Don Juan,30/11/1918,ITA,Vlaamse Opera
859878,1918-1919_00020-20220207_094032.jpg,1918-1919,De Bruid der Zee,21/11/1918,NL,Vlaamse Opera
929565,1918-1919_00020-20220207_094032.jpg,1918-1919,De Bruid der Zee,23/11/1918,NL,Vlaamse Opera
797354,1918-1919_00020-20220207_094032.jpg,1918-1919,De Bruid der Zee,24/11/1918,NL,Vlaamse Opera
171173,1918-1919_00022-20220207_094051.jpg,1918-1919,Don Juan,07/12/1918,ITA,Vlaamse Opera
313257,1918-1919_00024-20220207_094109.jpg,1918-1919,Martha,05/12/1918,DUI,Vlaamse Opera
504071,1918-1919_00024-20220207_094109.jpg,1918-1919,Martha,08/12/1918,DUI,Vlaamse Opera
999254,1918-1919_00026-20220207_094146.jpg,1918-1919,Faust,21/12/1918,FR,Vlaamse Opera
770164,1918-1919_00026-20220207_094146.jpg,1918-1919,Faust,22/12/1918,FR,Vlaamse Opera
798849,1918-1919_00030-20220207_094230.jpg,1918-1919,Martha,25/12/1918,DUI,Vlaamse Opera
799496,1918-1919_00032-20220207_094255.jpg,1918-1919,Orpheus,28/12/1918,FR,Vlaamse Opera
656361,1918-1919_00034-20220207_094317.jpg,1918-1919,Faust,26/12/1918,FR,Vlaamse Opera
514279,1918-1919_00034-20220207_094317.jpg,1918-1919,Faust,29/12/1918,FR,Vlaamse Opera
397729,1918-1919_00036-20220207_094354.jpg,1918-1919,Faust,01/01/1919,FR,Vlaamse Opera
543026,1918-1919_00036-20220207_094354.jpg,1918-1919,Faust,04/01/1919,FR,Vlaamse Opera
333208,1918-1919_00036-20220207_094354.jpg,1918-1919,Faust,05/01/1919,FR,Vlaamse Opera
634747,1918-1919_00038-20220207_094415.jpg,1918-1919,De Bruid der Zee,11/01/1919,NL,Vlaamse Opera
379248,1918-1919_00040-20220207_094436.jpg,1918-1919,Hoffmann's Vertellingenen,09/01/1919,FR,Vlaamse Opera
821053,1918-1919_00040-20220207_094436.jpg,1918-1919,Hoffmann's Vertellingenen,12/01/1919,FR,Vlaamse Opera
824837,1918-1919_00042-20220207_094458.jpg,1918-1919,Hoffmann's Vertellingenen,16/01/1919,FR,Vlaamse Opera
849169,1918-1919_00042-20220207_094458.jpg,1918-1919,Hoffmann's Vertellingenen,18/01/1919,FR,Vlaamse Opera
214938,1918-1919_00044-20220207_094529.jpg,1918-1919,De Bruid der Zee,19/01/1919,NL,Vlaamse Opera
485143,1918-1919_00046-20220207_094553.jpg,1918-1919,Faust,21/01/1919,FR,Vlaamse Opera
606572,1918-1919_00048-20220207_094640.jpg,1918-1919,Orpheus,25/01/1919,FR,Vlaamse Opera
696388,1918-1919_00050-20220207_094713.jpg,1918-1919,Hoffmann's Vertellingenen,23/01/1919,FR,Vlaamse Opera
967620,1918-1919_00050-20220207_094713.jpg,1918-1919,Hoffmann's Vertellingenen,26/01/1919,FR,Vlaamse Opera
682595,1918-1919_00052-20220207_094744.jpg,1918-1919,Hoffmann's Vertellingenen,30/01/1919,FR,Vlaamse Opera
446603,1918-1919_00054-20220207_094824.jpg,1918-1919,De Bruid der Zee,01/02/1919,NL,Vlaamse Opera
566927,1918-1919_00057-20220207_094856.jpg,1918-1919,Faust,02/02/1919,FR,Vlaamse Opera
421390,1918-1919_00059-20220207_094920.jpg,1918-1919,Carmen,01/03/1919,FR,Vlaamse Opera
633309,1918-1919_00059-20220207_094920.jpg,1918-1919,Carmen,04/03/1919,FR,Vlaamse Opera
260935,1918-1919_00061-20220207_094943.jpg,1918-1919,Carmen,13/02/1919,FR,Vlaamse Opera
105034,1918-1919_00061-20220207_094943.jpg,1918-1919,Carmen,15/02/1919,FR,Vlaamse Opera
204522,1918-1919_00061-20220207_094943.jpg,1918-1919,Carmen,16/02/1919,FR,Vlaamse Opera
852914,1918-1919_00063-20220207_095005.jpg,1918-1919,De Bruid der Zee,18/02/1919,NL,Vlaamse Opera
686773,1918-1919_00065-20220207_095030.jpg,1918-1919,Faust,20/02/1919,FR,Vlaamse Opera
405624,1918-1919_00067-20220207_095056.jpg,1918-1919,Carmen,22/02/1919,FR,Vlaamse Opera
638671,1918-1919_00069-20220207_095124.jpg,1918-1919,Hoffmann's Vertellingenen,23/02/1919,FR,Vlaamse Opera
805433,1918-1919_00071-20220207_095149.jpg,1918-1919,De Bruid der Zee,27/02/1919,NL,Vlaamse Opera
367462,1918-1919_00071-20220207_095149.jpg,1918-1919,De Bruid der Zee,02/03/1919,NL,Vlaamse Opera
967857,1918-1919_00075-20220207_095250.jpg,1918-1919,Hoffmann's Vertellingenen,03/03/1919,FR,Vlaamse Opera
709838,1918-1919_00077-20220207_095323.jpg,1918-1919,Oorlogswee + Martha,06/03/1919,? ; DUI,Vlaamse Opera
885759,1918-1919_00079-20220207_095340.jpg,1918-1919,Oorlogswee + De Bruid der Zee,08/03/1919,? ; NL,Vlaamse Opera
480853,1918-1919_00082-20220207_095420.jpg,1918-1919,Oorlogswee + Hoffmann's Vertellingenen,09/03/1919,? ; FR,Vlaamse Opera
582487,1918-1919_00084-20220207_095445.jpg,1918-1919,Carmen,11/03/1919,FR,Vlaamse Opera
713554,1918-1919_00086-20220207_095507.jpg,1918-1919,De Zwarte Kapitein,13/03/1919,NL,Vlaamse Opera
180078,1918-1919_00086-20220207_095507.jpg,1918-1919,De Zwarte Kapitein,15/03/1919,NL,Vlaamse Opera
443751,1918-1919_00086-20220207_095507.jpg,1918-1919,De Zwarte Kapitein,16/03/1919,NL,Vlaamse Opera
906187,1918-1919_00088-20220207_095543.jpg,1918-1919,Hoffmann's Vertellingenen,18/03/1919,FR,Vlaamse Opera
295268,1918-1919_00090-20220207_095604.jpg,1918-1919,Martha,20/03/1919,DUI,Vlaamse Opera
161096,1918-1919_00092-20220207_095642.jpg,1918-1919,Carmen,22/03/1919,FR,Vlaamse Opera
155021,1918-1919_00094-20220207_095709.jpg,1918-1919,Faust,25/03/1919,FR,Vlaamse Opera
851371,1918-1919_00096-20220207_095725.jpg,1918-1919,Herbergprinses,27/03/1919,NL,Vlaamse Opera
123910,1918-1919_00096-20220207_095725.jpg,1918-1919,Herbergprinses,29/03/1919,NL,Vlaamse Opera
560904,1918-1919_00096-20220207_095725.jpg,1918-1919,Herbergprinses,30/03/1919,NL,Vlaamse Opera
305712,1918-1919_00096-20220207_095725.jpg,1918-1919,Herbergprinses,31/03/1919,NL,Vlaamse Opera
423327,1918-1919_00099-20220207_095751.jpg,1918-1919,Herbergprinses,02/04/1919,NL,Vlaamse Opera
816685,1919-1920_00007-20220207_101717.jpg,1919-1920,Herbergprinses,25/10/1919,NL,Vlaamse Opera
180007,1919-1920_00009-20220207_101730.jpg,1919-1920,Martha,26/10/1919,DUI,Vlaamse Opera
558695,1919-1920_00011-20220207_101745.jpg,1919-1920,Faust,30/10/1919,FR,Vlaamse Opera
519795,1919-1920_00013-20220207_101800.jpg,1919-1920,Martha,01/11/1919,DUI,Vlaamse Opera
537796,1919-1920_00015-20220207_101814.jpg,1919-1920,Herbergprinses,02/11/1919,NL,Vlaamse Opera
514237,1919-1920_00017-20220207_101828.jpg,1919-1920,Faust,04/11/1919,FR,Vlaamse Opera
119170,1919-1920_00019-20220207_101841.jpg,1919-1920,Hoffmann's Vertellingen,06/11/1919,FR,Vlaamse Opera
151866,1919-1920_00021-20220207_101858.jpg,1919-1920,Faust,08/11/1919,FR,Vlaamse Opera
754867,1919-1920_00023-20220207_101917.jpg,1919-1920,Hoffmann's Vertellingen,09/11/1919,FR,Vlaamse Opera
930119,1919-1920_00025-20220207_101936.jpg,1919-1920,Martha,11/11/1919,DUI,Vlaamse Opera
441755,1919-1920_00027-20220207_101958.jpg,1919-1920,Cleopatra,13/11/1919,DEE,Vlaamse Opera
141282,1919-1920_00029-20220207_102015.jpg,1919-1920,Hoffmann's Vertellingenen,15/11/1919,FR,Vlaamse Opera
807481,1919-1920_00031-20220207_102041.jpg,1919-1920,Faust,16/11/1919,FR,Vlaamse Opera
100535,1919-1920_00033-20220207_102101.jpg,1919-1920,Cleopatra,18/11/1919,DEE,Vlaamse Opera
142025,1919-1920_00035-20220207_102123.jpg,1919-1920,Herbergprinses,20/11/1919,NL,Vlaamse Opera
663219,1919-1920_00037-20220207_102140.jpg,1919-1920,Figaro's Bruiloft,22/11/1919,ITA,Vlaamse Opera
158022,1919-1920_00039-20220207_102155.jpg,1919-1920,Cleopatra,23/11/1919,DEE,Vlaamse Opera
874013,1919-1920_00041-20220207_102214.jpg,1919-1920,Martha,25/11/1919,DUI,Vlaamse Opera
165811,1919-1920_00043-20220207_102228.jpg,1919-1920,Figaro's Bruiloft,27/11/1919,ITA,Vlaamse Opera
308158,1919-1920_00045-20220207_102243.jpg,1919-1920,Cleopatra,29/11/1919,DEE,Vlaamse Opera
420799,1919-1920_00047-20220207_102256.jpg,1919-1920,Figaro's Bruiloft,30/11/1919,ITA,Vlaamse Opera
889134,1919-1920_00049-20220207_102308.jpg,1919-1920,Baas Gansendonck,04/12/1919,NL,Vlaamse Opera
934736,1919-1920_00051-20220207_102328.jpg,1919-1920,Hoffmann's Vertellingen,06/12/1919,FR,Vlaamse Opera
584857,1919-1920_00053-20220207_102345.jpg,1919-1920,Faust,07/12/1919,FR,Vlaamse Opera
520723,1919-1920_00055-20220207_102400.jpg,1919-1920,Figaro's Bruiloft,09/12/1919,ITA,Vlaamse Opera
998993,1919-1920_00057-20220207_102417.jpg,1919-1920,De Schim,11/12/1919,FR,Vlaamse Opera
314830,1919-1920_00059-20220207_102437.jpg,1919-1920,Baas Gansendonck,13/12/1919,NL,Vlaamse Opera
303854,1919-1920_00061-20220207_102455.jpg,1919-1920,Martha,14/12/1919,DUI,Vlaamse Opera
458011,1919-1920_00063-20220207_102509.jpg,1919-1920,Hoffmann's Vertellingen,15/12/1919,FR,Vlaamse Opera
563027,1919-1920_00065-20220207_102527.jpg,1919-1920,Cleopatra,16/12/1919,DEE,Vlaamse Opera
562846,1919-1920_00067-20220207_102545.jpg,1919-1920,Hoffmann's Vertellingen,18/12/1919,FR,Vlaamse Opera
800613,1919-1920_00069-20220207_102604.jpg,1919-1920,Faust,20/12/1919,FR,Vlaamse Opera
921169,1919-1920_00071-20220207_102624.jpg,1919-1920,Baas Gansendonck,21/12/1919,NL,Vlaamse Opera
564812,1919-1920_00073-20220207_102646.jpg,1919-1920,Norma,25/12/1919,ITA,Vlaamse Opera
235516,1919-1920_00075-20220207_102704.jpg,1919-1920,Baas Gansendonck,26/12/1919,NL,Vlaamse Opera
120859,1919-1920_00077-20220207_102720.jpg,1919-1920,Norma,27/12/1919,ITA,Vlaamse Opera
717661,1919-1920_00079-20220207_102735.jpg,1919-1920,Herbergprinses,28/12/1919,NL,Vlaamse Opera
285596,1919-1920_00081-20220207_102752.jpg,1919-1920,Figaro's Bruiloft,30/12/1919,ITA,Vlaamse Opera
181889,1919-1920_00083-20220207_102809.jpg,1919-1920,Baas Gansendonck,01/01/1920,NL,Vlaamse Opera
497468,1919-1920_00085-20220207_102830.jpg,1919-1920,De Schim,03/01/1920,FR,Vlaamse Opera
252434,1919-1920_00087-20220207_102849.jpg,1919-1920,Norma,04/01/1919,ITA,Vlaamse Opera
389636,1919-1920_00089-20220207_102907.jpg,1919-1920,Martha,06/01/1920,DUI,Vlaamse Opera
414076,1919-1920_00091-20220207_102926.jpg,1919-1920,De Droom,08/01/1920,FR,Vlaamse Opera
591353,1919-1920_00093-20220207_102940.jpg,1919-1920,Norma,10/01/1919,ITA,Vlaamse Opera
632765,1919-1920_00095-20220207_102957.jpg,1919-1920,De Droom,11/01/1920,FR,Vlaamse Opera
936531,1919-1920_00097-20220207_103013.jpg,1919-1920,Figaro's Bruiloft,13/01/1920,ITA,Vlaamse Opera
819553,1919-1920_00099-20220207_103028.jpg,1919-1920,Hoffmann's Vertellingenen,15/01/1920,FR,Vlaamse Opera
274793,1919-1920_00101-20220207_103045.jpg,1919-1920,De Droom,17/01/1920,FR,Vlaamse Opera
808959,1919-1920_00103-20220207_103103.jpg,1919-1920,Norma,18/01/1920,ITA,Vlaamse Opera
679692,1919-1920_00105-20220207_103118.jpg,1919-1920,De Droom,20/01/1920,FR,Vlaamse Opera
621777,1919-1920_00107-20220207_103131.jpg,1919-1920,De Schim,22/02/1920,FR,Vlaamse Opera
646350,1919-1920_00109-20220207_103151.jpg,1919-1920,Quinten Massys,24/01/1920,NL,Vlaamse Opera
402894,1919-1920_00111-20220207_103209.jpg,1919-1920,Herbergprinses,25/01/1920,NL,Vlaamse Opera
142226,1919-1920_00113-20220207_103224.jpg,1919-1920,Quinten Massys,27/01/1920,NL,Vlaamse Opera
325398,1919-1920_00115-20220207_103243.jpg,1919-1920,Figaro's Bruiloft,29/01/1920,ITA,Vlaamse Opera
415701,1919-1920_00117-20220207_103257.jpg,1919-1920,De Droom,31/01/1920,FR,Vlaamse Opera
589486,1919-1920_00119-20220207_103315.jpg,1919-1920,Quinten Massys,01/02/1920,NL,Vlaamse Opera
241079,1919-1920_00121-20220207_103331.jpg,1919-1920,Hoffmann's Vertellingen,07/02/1920,FR,Vlaamse Opera
539669,1919-1920_00123-20220207_103349.jpg,1919-1920,Faust,08/02/1920,FR,Vlaamse Opera
169988,1919-1920_00125-20220207_103405.jpg,1919-1920,Pelléas en Mélisande,11/02/1920,FR,Vlaamse Opera
290689,1919-1920_00129-20220207_103439.jpg,1919-1920,Pelléas en Mélisande,12/02/1920,FR,Vlaamse Opera
883189,1919-1920_00131-20220207_103453.jpg,1919-1920,Quinten Massys,14/02/1920,NL,Vlaamse Opera
185043,1919-1920_00133-20220207_103508.jpg,1919-1920,Hoffmann's Vertellingen,15/02/1920,FR,Vlaamse Opera
467814,1919-1920_00135-20220207_103520.jpg,1919-1920,Martha,16/02/1920,DUI,Vlaamse Opera
770201,1919-1920_00137-20220207_103540.jpg,1919-1920,Herbergprinses,17/02/1920,NL,Vlaamse Opera
441149,1919-1920_00139-20220207_103556.jpg,1919-1920,Pelléas en Mélisande,19/02/1920,FR,Vlaamse Opera
741816,1919-1920_00141-20220207_103614.jpg,1919-1920,Quinten Massys,22/02/1920,NL,Vlaamse Opera
849310,1919-1920_00143-20220207_103629.jpg,1919-1920,Norma,24/02/1920,ITA,Vlaamse Opera
669709,1919-1920_00145-20220207_103644.jpg,1919-1920,Carmen,26/02/1920,FR,Vlaamse Opera
505508,1919-1920_00147-20220207_103656.jpg,1919-1920,Faust,28/02/1920,FR,Vlaamse Opera
948349,1919-1920_00149-20220207_103710.jpg,1919-1920,Pelléas en Mélisande,29/02/1920,FR,Vlaamse Opera
474711,1919-1920_00151-20220207_103726.jpg,1919-1920,Norma,04/03/1920,ITA,Vlaamse Opera
542331,1919-1920_00153-20220207_103741.jpg,1919-1920,Pelléas en Mélisande,06/03/1920,FR,Vlaamse Opera
744889,1919-1920_00155-20220207_103757.jpg,1919-1920,Carmen,07/03/1920,FR,Vlaamse Opera
608670,1919-1920_00157-20220207_103816.jpg,1919-1920,Pelléas en Mélisande,09/03/1920,FR,Vlaamse Opera
233372,1919-1920_00159-20220207_103838.jpg,1919-1920,De Droom,11/03/1920,FR,Vlaamse Opera
283207,1919-1920_00161-20220207_103850.jpg,1919-1920,Martha,13/03/1920,DUI,Vlaamse Opera
622060,1919-1920_00163-20220207_103901.jpg,1919-1920,Hoffmann's Vertellingen,14/03/1920,FR,Vlaamse Opera
764087,1919-1920_00165-20220207_103916.jpg,1919-1920,De Bruid der Zee,18/03/1920,NL,Vlaamse Opera
797359,1919-1920_00167-20220207_103937.jpg,1919-1920,Carmen,20/03/1920,FR,Vlaamse Opera
241662,1919-1920_00169-20220207_103948.jpg,1919-1920,De Bruid der Zee,21/03/1920,NL,Vlaamse Opera
405519,1919-1920_00171-20220207_104000.jpg,1919-1920,Herbergprinses,23/02/1920,NL,Vlaamse Opera
980901,1919-1920_00173-20220207_104017.jpg,1919-1920,Quinten Massys,25/03/1920,NL,Vlaamse Opera
564751,1919-1920_00175-20220207_104030.jpg,1919-1920,De Kinderen der Zee,27/03/1920,NL,Vlaamse Opera
979926,1919-1920_00175-20220207_104030.jpg,1919-1920,De Kinderen der Zee,28/03/1920,NL,Vlaamse Opera
296888,1919-1920_00181-20220207_104233.jpg,1919-1920,Herbergprinses,23/03/1920,NL,Vlaamse Opera
978508,1919-1920_00182-20220207_104249.jpg,1919-1920,Parsina,25/03/1920,nan,Vlaamse Opera
933111,1919-1920_00189-20220207_104440.jpg,1919-1920,De Kinderen der Zee,30/03/1920,NL,Vlaamse Opera
210166,1919-1920_00191-20220207_104456.jpg,1919-1920,De Kinderen der Zee,01/04/1920,NL,Vlaamse Opera
798714,1919-1920_00193-20220207_104509.jpg,1919-1920,Carmen,03/04/1920,FR,Vlaamse Opera
582484,1919-1920_00195-20220207_104532.jpg,1919-1920,De Kinderen der Zee,04/04/1920,NL,Vlaamse Opera
101653,1919-1920_00197-20220207_104546.jpg,1919-1920,Quinten Massys,05/04/1920,NL,Vlaamse Opera
972792,1919-1920_00199-20220207_104559.jpg,1919-1920,Herbergprinses,06/04/1920,NL,Vlaamse Opera
648647,1919-1920_00201-20220207_104613.jpg,1919-1920,Carmen,08/04/1920,FR,Vlaamse Opera
634679,1919-1920_00203-20220207_104627.jpg,1919-1920,Hoffmann's Vertellingen,10/04/1920,FR,Vlaamse Opera
320480,1919-1920_00205-20220207_104639.jpg,1919-1920,Carmen,11/04/1920,FR,Vlaamse Opera
577722,1919-1920_00207-20220207_104657.jpg,1919-1920,De Kinderen der Zee,13/04/1920,NL,Vlaamse Opera
924588,1919-1920_00209-20220207_104710.jpg,1919-1920,EdeniÃ«,15/04/1920,FR,Vlaamse Opera
584122,1919-1920_00211-20220207_104728.jpg,1919-1920,EdeniÃ«,17/02/1920,FR,Vlaamse Opera
688644,1919-1920_00213-20220207_104743.jpg,1919-1920,Kinderen der Zee,27/03/1920,NL,Vlaamse Opera
505444,1919-1920_00215-20220207_104757.jpg,1919-1920,Quinten Massys,18/04/1920,NL,Vlaamse Opera
571505,1919-1920_00217-20220207_104812.jpg,1919-1920,De Kinderen der Zee,20/04/1920,NL,Vlaamse Opera
449914,1919-1920_00219-20220207_104825.jpg,1919-1920,Hoffmann's Vertellingen,22/04/1920,FR,Vlaamse Opera
864701,1919-1920_00221-20220207_104837.jpg,1919-1920,Quinten Massys,24/04/1920,NL,Vlaamse Opera
584799,1921-1922_00005-20220207_110736.jpg,1921-1922,Fidelio,15/10/1920,DUI,Koninklijke Vlaamse Opera
546374,1921-1922_00007-20220207_110746.jpg,1921-1922,Zampa,16/10/1920,FR,Koninklijke Vlaamse Opera
855784,1921-1922_00009-20220207_110800.jpg,1921-1922,Fidelio,18/10/1921,DUI,Koninklijke Vlaamse Opera
663692,1921-1922_00011-20220207_110811.jpg,1921-1922,De Vliegende Hollander,20/10/1921,DEE,Koninklijke Vlaamse Opera
126506,1921-1922_00013-20220207_110825.jpg,1921-1922,Zampa,22/10/1921,FR,Koninklijke Vlaamse Opera
755012,1921-1922_00015-20220207_110836.jpg,1921-1922,Fidelio,23/10/1921,DUI,Koninklijke Vlaamse Opera
666999,1921-1922_00017-20220207_110849.jpg,1921-1922,De Vliegende Hollander,25/10/1921,DEE,Koninklijke Vlaamse Opera
920746,1921-1922_00019-20220207_110905.jpg,1921-1922,Zampa,27/10/1921,FR,Koninklijke Vlaamse Opera
714341,1921-1922_00021-20220207_110919.jpg,1921-1922,Het Rouwkleed + De Bruid der Zee,29/10/1920,NL ; NL,Koninklijke Vlaamse Opera
315033,1921-1922_00023-20220207_110934.jpg,1921-1922,Het Rouwkleed + De Bruid der Zee,30/10/1921,NL ; NL,Koninklijke Vlaamse Opera
417154,1921-1922_00025-20220207_110947.jpg,1921-1922,Het Rouwkleed + De Bruid der Zee,01/11/1921,NL ; NL,Koninklijke Vlaamse Opera
577922,1921-1922_00027-20220207_111003.jpg,1921-1922,Prinses Zonneschijn,03/11/1921,NL,Koninklijke Vlaamse Opera
902427,1921-1922_00029-20220207_111017.jpg,1921-1922,Prinses Zonneschijn,05/11/1921,NL,Koninklijke Vlaamse Opera
383669,1921-1922_00031-20220207_111031.jpg,1921-1922,De Vliegende Hollander,06/11/1921,DEE,Koninklijke Vlaamse Opera
606474,1921-1922_00033-20220207_111050.jpg,1921-1922,Prinses Zonneschijn,08/11/1921,NL,Koninklijke Vlaamse Opera
635665,1921-1922_00035-20220207_111107.jpg,1921-1922,Stradella,10/11/1921,DUI,Koninklijke Vlaamse Opera
333447,1921-1922_00037-20220207_111123.jpg,1921-1922,Bastien en Bastienne + Stradella,12/11/1921,DUI ; DUI,Koninklijke Vlaamse Opera
435428,1921-1922_00039-20220207_111139.jpg,1921-1922,De Bruid der Zee,13/11/1921,NL,Koninklijke Vlaamse Opera
257084,1921-1922_00041-20220207_111158.jpg,1921-1922,Fidelio,17/11/1921,DUI,Koninklijke Vlaamse Opera
387300,1921-1922_00043-20220207_111209.jpg,1921-1922,Quinten Massijs,19/11/1921,NL,Koninklijke Vlaamse Opera
587210,1921-1922_00045-20220207_111222.jpg,1921-1922,Prinses Zonneschijn,20/11/1921,NL,Koninklijke Vlaamse Opera
686728,1921-1922_00047-20220207_111234.jpg,1921-1922,De Bruid der Zee,22/11/1922,NL,Koninklijke Vlaamse Opera
722952,1921-1922_00049-20220207_111249.jpg,1921-1922,Quinten Massijs,24/11/1921,NL,Koninklijke Vlaamse Opera
649496,1921-1922_00051-20220207_111307.jpg,1921-1922,Martha,26/11/1921,DUI,Koninklijke Vlaamse Opera
986337,1921-1922_00053-20220207_111320.jpg,1921-1922,Fidelio,27/11/1921,DUI,Koninklijke Vlaamse Opera
955120,1921-1922_00055-20220207_111337.jpg,1921-1922,Martha,01/12/1921,DUI,Koninklijke Vlaamse Opera
363679,1921-1922_00057-20220207_111350.jpg,1921-1922,De Vliegende Hollander,03/12/1921,DEE,Koninklijke Vlaamse Opera
669252,1921-1922_00059-20220207_111404.jpg,1921-1922,Bastien en Bastienne + Stradella,04/12/1921,DUI ; DUI,Koninklijke Vlaamse Opera
