Performances_ID,Image,Collection,Production,Date,Original language,Huis
466791,K.V.O. programmas 1893-97_00005-20211201_113354.jpg,1893-1897,De Vrijschutter,1893-10-03,DUI,Nederlandsch Lyrisch Tooneel
445919,K.V.O. programmas 1893-97_00009-20211201_113438.jpg,1893-1897,Willem Tell,1893-10-05,DUI,Nederlandsch Lyrisch Tooneel
845496,K.V.O. programmas 1893-97_00011-20211201_113452.jpg,1893-1897,De Vrijschutter,1893-10-10,DUI,Nederlandsch Lyrisch Tooneel
205093,K.V.O. programmas 1893-97_00013-20211201_113512.jpg,1893-1897,Willem Tell,1893-10-12,DUI,Nederlandsch Lyrisch Tooneel
854224,K.V.O. programmas 1893-97_00015-20211201_113528.jpg,1893-1897,Charlotte Corday,1893-11-16,NL,Nederlandsch Lyrisch Tooneel
905656,K.V.O. programmas 1893-97_00017-20211201_113547.jpg,1893-1897,De Vrijschutter,1893-10-17,DUI,Nederlandsch Lyrisch Tooneel
958621,K.V.O. programmas 1893-97_00019-20211201_113606.jpg,1893-1897,Charlotte Corday,1893-10-19,NL,Nederlandsch Lyrisch Tooneel
147318,K.V.O. programmas 1893-97_00023-20211201_113639.jpg,1893-1897,De Vrijschutter,1893-10-24,DUI,Nederlandsch Lyrisch Tooneel
204874,K.V.O. programmas 1893-97_00025-20211201_113654.jpg,1893-1897,Charlotte Corday,1893-10-26,NL,Nederlandsch Lyrisch Tooneel
395075,K.V.O. programmas 1893-97_00027-20211201_113712.jpg,1893-1897,De Vrijschutter,1893-10-31,DUI,Nederlandsch Lyrisch Tooneel
507518,K.V.O. programmas 1893-97_00029-20211201_113749.jpg,1893-1897,Parisina,1893-11-02,NL,Nederlandsch Lyrisch Tooneel
392522,K.V.O. programmas 1893-97_00033-20211201_113824.jpg,1893-1897,De Vrijschutter,1893-11-07,DUI,Nederlandsch Lyrisch Tooneel
417443,K.V.O. programmas 1893-97_00035-20211201_113845.jpg,1893-1897,Parisina,1893-11-09,NL,Nederlandsch Lyrisch Tooneel
959498,K.V.O. programmas 1893-97_00037-20211201_113904.jpg,1893-1897,Leiden Ontzet,1893-11-14,NL,Nederlandsch Lyrisch Tooneel
824914,K.V.O. programmas 1893-97_00039-20211201_113923.jpg,1893-1897,Leiden Ontzet,1893-11-21,NL,Nederlandsch Lyrisch Tooneel
225830,K.V.O. programmas 1893-97_00041-20211201_113947.jpg,1893-1897,Preciosa,1893-11-23,DUI,Nederlandsch Lyrisch Tooneel
355793,K.V.O. programmas 1893-97_00045-20211201_114017.jpg,1893-1897,Preciosa,1893-11-30,DUI,Nederlandsch Lyrisch Tooneel
383413,K.V.O. programmas 1893-97_00047-20211201_114041.jpg,1893-1897,Leiden Ontzet,1893-12-05,NL,Nederlandsch Lyrisch Tooneel
129054,K.V.O. programmas 1893-97_00049-20211201_114057.jpg,1893-1897,Leiden Ontzet,1893-12-12,NL,Nederlandsch Lyrisch Tooneel
201359,K.V.O. programmas 1893-97_00051-20211201_114113.jpg,1893-1897,Pelops,1893-12-14,TSJ,Nederlandsch Lyrisch Tooneel
647909,K.V.O. programmas 1893-97_00053-20211201_114128.jpg,1893-1897,De Vrijschutter,1893-12-19,DUI,Nederlandsch Lyrisch Tooneel
596789,K.V.O. programmas 1893-97_00055-20211201_114154.jpg,1893-1897,Tantalus,1893-12-21,TSJ,Nederlandsch Lyrisch Tooneel
139699,K.V.O. programmas 1893-97_00057-20211201_114218.jpg,1893-1897,Liederik,1893-12-26,NL,Nederlandsch Lyrisch Tooneel
614160,K.V.O. programmas 1893-97_00059-20211201_114236.jpg,1893-1897,Tantalus,1893-12-28,TSJ,Nederlandsch Lyrisch Tooneel
304363,K.V.O. programmas 1893-97_00061-20211201_114252.jpg,1893-1897,Liederik,1894-01-02,NL,Nederlandsch Lyrisch Tooneel
616259,K.V.O. programmas 1893-97_00063-20211201_114312.jpg,1893-1897,Tantalus,1894-01-04,TSJ,Nederlandsch Lyrisch Tooneel
147048,K.V.O. programmas 1893-97_00065-20211201_114329.jpg,1893-1897,Liederik + Concert van nationale werken,1894-01-09,NL ; ?,Nederlandsch Lyrisch Tooneel
973634,K.V.O. programmas 1893-97_00069-20211201_114407.jpg,1893-1897,Tantalus,1894-01-11,TSJ,Nederlandsch Lyrisch Tooneel
274919,K.V.O. programmas 1893-97_00071-20211201_114425.jpg,1893-1897,De Vrijschutter,1894-01-16,DUI,Nederlandsch Lyrisch Tooneel
960380,K.V.O. programmas 1893-97_00073-20211201_114447.jpg,1893-1897,Pelops,1894-01-18,TSJ,Nederlandsch Lyrisch Tooneel
958984,K.V.O. programmas 1893-97_00075-20211201_114513.jpg,1893-1897,Liederik,1894-01-23,NL,Nederlandsch Lyrisch Tooneel
535174,K.V.O. programmas 1893-97_00079-20211201_114550.jpg,1893-1897,Tantalus,1894-01-25,TSJ,Nederlandsch Lyrisch Tooneel
888402,K.V.O. programmas 1893-97_00081-20211201_114641.jpg,1893-1897,De Vliegende Hollander,1894-02-01,DEE,Nederlandsch Lyrisch Tooneel
566488,K.V.O. programmas 1893-97_00083-20211201_114701.jpg,1893-1897,De Vliegende Hollander,1894-02-06,DEE,Nederlandsch Lyrisch Tooneel
439743,K.V.O. programmas 1893-97_00083-20211201_114701.jpg,1893-1897,De Vliegende Hollander,1894-02-08,DEE,Nederlandsch Lyrisch Tooneel
820796,K.V.O. programmas 1893-97_00085-20211201_114719.jpg,1893-1897,De Vrijschutter,1894-02-13,DUI,Nederlandsch Lyrisch Tooneel
464522,K.V.O. programmas 1893-97_00087-20211201_114747.jpg,1893-1897,De Vliegende Hollander,1894-02-15,DEE,Nederlandsch Lyrisch Tooneel
540010,K.V.O. programmas 1893-97_00091-20211201_114827.jpg,1893-1897,Mellusina,1894-02-23,NL,Nederlandsch Lyrisch Tooneel
124898,K.V.O. programmas 1893-97_00093-20211201_114845.jpg,1893-1897,De Vliegende Hollander,1894-02-27,DEE,Nederlandsch Lyrisch Tooneel
820711,K.V.O. programmas 1893-97_00095-20211201_114902.jpg,1893-1897,Mellusina,1894-03-01,NL,Nederlandsch Lyrisch Tooneel
311603,K.V.O. programmas 1893-97_00097-20211201_114923.jpg,1893-1897,Mellusina,1894-03-06,NL,Nederlandsch Lyrisch Tooneel
107561,K.V.O. programmas 1893-97_00097-20211201_114923.jpg,1893-1897,Mellusina,1894-03-08,NL,Nederlandsch Lyrisch Tooneel
863635,K.V.O. programmas 1893-97_00099-20211201_114946.jpg,1893-1897,De Vliegende Hollander,1894-03-13,DEE,Nederlandsch Lyrisch Tooneel
848847,K.V.O. programmas 1893-97_00101-20211201_115002.jpg,1893-1897,Mellusina,1894-03-15,NL,Nederlandsch Lyrisch Tooneel
622351,K.V.O. programmas 1893-97_00103-20211201_115027.jpg,1893-1897,De Vliegende Hollander,1894-03-17,DEE,Nederlandsch Lyrisch Tooneel
106133,K.V.O. programmas 1893-97_00105-20211201_115046.jpg,1893-1897,De Vliegende Hollander,1894-03-20,DEE,Nederlandsch Lyrisch Tooneel
943996,K.V.O. programmas 1893-97_00107-20211201_115104.jpg,1893-1897,De Vrijschutter,1894-03-27,DUI,Nederlandsch Lyrisch Tooneel
537729,K.V.O. programmas 1893-97_00109-20211201_115132.jpg,1893-1897,Het Meilief,1894-03-29,NL,Nederlandsch Lyrisch Tooneel
564433,K.V.O. programmas 1893-97_00111-20211201_115200.jpg,1893-1897,Het Meilief,1894-04-03,NL,Nederlandsch Lyrisch Tooneel
364826,K.V.O. programmas 1893-97_00111-20211201_115200.jpg,1893-1897,Het Meilief,1894-04-05,NL,Nederlandsch Lyrisch Tooneel
359829,K.V.O. programmas 1893-97_00113-20211201_115221.jpg,1893-1897,De Vliegende Hollander,1894-04-14,DEE,Nederlandsch Lyrisch Tooneel
506326,K.V.O. programmas 1893-97_00115-20211201_115246.jpg,1893-1897,Het Meilief,1894-04-19,NL,Nederlandsch Lyrisch Tooneel
243349,K.V.O. programmas 1893-97_00117-20211201_115308.jpg,1893-1897,De Vrijschutter,1894-04-21,DUI,Nederlandsch Lyrisch Tooneel
625906,K.V.O. programmas 1893-97_00119-20211201_115324.jpg,1893-1897,De Vliegende Hollander,1894-04-24,DEE,Nederlandsch Lyrisch Tooneel
694796,K.V.O. programmas 1893-97_00121-20211201_115347.jpg,1893-1897,Euryanthe,1894-10-06,DUI,Nederlandsch Lyrisch Tooneel
937893,K.V.O. programmas 1893-97_00121-20211201_115347.jpg,1893-1897,Euryanthe,1894-10-09,DUI,Nederlandsch Lyrisch Tooneel
387284,K.V.O. programmas 1893-97_00123-20211201_115431.jpg,1893-1897,Czaar en Timmerman,1894-10-13,DUI,Nederlandsch Lyrisch Tooneel
735940,K.V.O. programmas 1893-97_00125-20211201_115453.jpg,1893-1897,Czaar en Timmerman,1894-10-16,DUI,Nederlandsch Lyrisch Tooneel
733746,K.V.O. programmas 1893-97_00127-20211201_115516.jpg,1893-1897,Euryanthe,1894-10-20,DUI,Nederlandsch Lyrisch Tooneel
270957,K.V.O. programmas 1893-97_00129-20211201_115540.jpg,1893-1897,Czaar en Timmerman,1894-10-23,DUI,Nederlandsch Lyrisch Tooneel
993817,K.V.O. programmas 1893-97_00129-20211201_115540.jpg,1893-1897,Czaar en Timmerman,1894-10-27,DUI,Nederlandsch Lyrisch Tooneel
390986,K.V.O. programmas 1893-97_00131-20211201_115608.jpg,1893-1897,De Vrijschutter,1894-10-30,DUI,Nederlandsch Lyrisch Tooneel
139537,K.V.O. programmas 1893-97_00133-20211201_115740.jpg,1893-1897,Czaar en Timmerman,1894-11-03,DUI,Nederlandsch Lyrisch Tooneel
918351,K.V.O. programmas 1893-97_00135-20211201_115803.jpg,1893-1897,De Vliegende Hollander,1894-11-06,DEE,Nederlandsch Lyrisch Tooneel
534481,K.V.O. programmas 1893-97_00137-20211201_115828.jpg,1893-1897,De Vliegende Hollander,1894-11-10,DEE,Nederlandsch Lyrisch Tooneel
363168,K.V.O. programmas 1893-97_00139-20211201_115851.jpg,1893-1897,Preciosa,1894-11-13,DUI,Nederlandsch Lyrisch Tooneel
215102,K.V.O. programmas 1893-97_00141-20211201_115909.jpg,1893-1897,De Vliegende Hollander,1894-11-17,DEE,Nederlandsch Lyrisch Tooneel
301663,K.V.O. programmas 1893-97_00143-20211201_115929.jpg,1893-1897,Bergliot,1894-11-20,NOR,Nederlandsch Lyrisch Tooneel
677912,K.V.O. programmas 1893-97_00147-20211201_120006.jpg,1893-1897,Czaar en Timmerman,1894-11-24,DUI,Nederlandsch Lyrisch Tooneel
642995,K.V.O. programmas 1893-97_00151-20211201_120129.jpg,1893-1897,Ondine,1894-12-04,DUI,Nederlandsch Lyrisch Tooneel
181436,K.V.O. programmas 1893-97_00153-20211201_120142.jpg,1893-1897,De Vliegende Hollander,1894-12-01,DEE,Nederlandsch Lyrisch Tooneel
801227,K.V.O. programmas 1893-97_00155-20211201_120207.jpg,1893-1897,De Vliegende Hollander,1894-12-07,DEE,Nederlandsch Lyrisch Tooneel
436591,K.V.O. programmas 1893-97_00157-20211201_120230.jpg,1893-1897,Ondine,1894-12-08,DUI,Nederlandsch Lyrisch Tooneel
857689,K.V.O. programmas 1893-97_00159-20211201_120249.jpg,1893-1897,Ondine,1894-12-11,DUI,Nederlandsch Lyrisch Tooneel
512487,K.V.O. programmas 1893-97_00161-20211201_120327.jpg,1893-1897,Ondine,1894-12-15,DUI,Nederlandsch Lyrisch Tooneel
774376,K.V.O. programmas 1893-97_00163-20211201_120347.jpg,1893-1897,Czaar en Timmerman,1894-12-26,DUI,Nederlandsch Lyrisch Tooneel
807125,K.V.O. programmas 1893-97_00165-20211201_120410.jpg,1893-1897,Jeanne D'Arc,1894-12-18,FR,Nederlandsch Lyrisch Tooneel
591669,K.V.O. programmas 1893-97_00167-20211201_120433.jpg,1893-1897,Ondine,1894-12-22,DUI,Nederlandsch Lyrisch Tooneel
512471,K.V.O. programmas 1893-97_00169-20211201_120453.jpg,1893-1897,Ondine,1894-12-25,DUI,Nederlandsch Lyrisch Tooneel
700395,K.V.O. programmas 1893-97_00171-20211201_120547.jpg,1893-1897,Czaar en Timmerman,1894-12-29,DUI,Nederlandsch Lyrisch Tooneel
359540,K.V.O. programmas 1893-97_00173-20211201_120608.jpg,1893-1897,Ondine,1895-01-02,DUI,Nederlandsch Lyrisch Tooneel
257784,K.V.O. programmas 1893-97_00175-20211201_120633.jpg,1893-1897,De Vliegende Hollander,1895-01-02,DEE,Nederlandsch Lyrisch Tooneel
105270,K.V.O. programmas 1893-97_00177-20211201_120703.jpg,1893-1897,De Vliegende Hollander,1895-01-05,DEE,Nederlandsch Lyrisch Tooneel
966517,K.V.O. programmas 1893-97_00179-20211201_120722.jpg,1893-1897,Ondine,1895-08-01,DUI,Nederlandsch Lyrisch Tooneel
828688,K.V.O. programmas 1893-97_00181-20211201_120753.jpg,1893-1897,Ondine,1895-01-12,DUI,Nederlandsch Lyrisch Tooneel
104358,K.V.O. programmas 1893-97_00183-20211201_120821.jpg,1893-1897,Ondine,1895-01-15,DUI,Nederlandsch Lyrisch Tooneel
888275,K.V.O. programmas 1893-97_00183-20211201_120821.jpg,1893-1897,Ondine,1895-01-19,DUI,Nederlandsch Lyrisch Tooneel
702840,K.V.O. programmas 1893-97_00185-20211201_120840.jpg,1893-1897,Czaar en Timmerman,1895-01-22,DUI,Nederlandsch Lyrisch Tooneel
322546,K.V.O. programmas 1893-97_00187-20211201_121011.jpg,1893-1897,Tannhauser,1895-01-26,DUI,Nederlandsch Lyrisch Tooneel
150225,K.V.O. programmas 1893-97_00193-20211201_121111.jpg,1893-1897,Tannhauser,1895-01-29,DUI,Nederlandsch Lyrisch Tooneel
579506,K.V.O. programmas 1893-97_00195-20211201_121132.jpg,1893-1897,Tannhauser,1895-02-02,DUI,Nederlandsch Lyrisch Tooneel
474312,K.V.O. programmas 1893-97_00197-20211201_121200.jpg,1893-1897,Ondine,1895-02-05,DUI,Nederlandsch Lyrisch Tooneel
863888,K.V.O. programmas 1893-97_00199-20211201_121247.jpg,1893-1897,Tannhauser,1895-02-09,DUI,Nederlandsch Lyrisch Tooneel
833967,K.V.O. programmas 1893-97_00203-20211201_121340.jpg,1893-1897,Ondine,1895-02-12,DUI,Nederlandsch Lyrisch Tooneel
330426,K.V.O. programmas 1893-97_00205-20211201_121359.jpg,1893-1897,Tannhauser,1895-02-16,DUI,Nederlandsch Lyrisch Tooneel
622373,K.V.O. programmas 1893-97_00207-20211201_121435.jpg,1893-1897,Zriny,1895-02-19,NL,Nederlandsch Lyrisch Tooneel
212311,K.V.O. programmas 1893-97_00211-20211201_121513.jpg,1893-1897,Ondine,1895-02-26,DUI,Nederlandsch Lyrisch Tooneel
377576,K.V.O. programmas 1893-97_00213-20211201_121634.jpg,1893-1897,Zriny,1895-03-02,NL,Nederlandsch Lyrisch Tooneel
690576,K.V.O. programmas 1893-97_00215-20211201_121653.jpg,1893-1897,De Vrijschutter + Euryanthe + Ondine,1895-03-05,DUI ; DUI ; DUI,Nederlandsch Lyrisch Tooneel
411812,K.V.O. programmas 1893-97_00218-20211201_121758.jpg,1893-1897,Zriny,1895-03-12,NL,Nederlandsch Lyrisch Tooneel
297486,K.V.O. programmas 1893-97_00220-20211201_121818.jpg,1893-1897,Czaar en Timmerman,1895-03-16,DUI,Nederlandsch Lyrisch Tooneel
518595,K.V.O. programmas 1893-97_00222-20211201_121836.jpg,1893-1897,Ondine,1895-03-19,DUI,Nederlandsch Lyrisch Tooneel
272085,K.V.O. programmas 1893-97_00224-20211201_121854.jpg,1893-1897,Fidelio,1895-03-23,DUI,Nederlandsch Lyrisch Tooneel
217531,K.V.O. programmas 1893-97_00228-20211201_121953.jpg,1893-1897,Czaar en Timmerman,1895-03-30,DUI,Nederlandsch Lyrisch Tooneel
819563,K.V.O. programmas 1893-97_00230-20211201_122011.jpg,1893-1897,Fidelio,1895-04-02,DUI,Nederlandsch Lyrisch Tooneel
318863,K.V.O. programmas 1893-97_00236-20211201_122110.jpg,1893-1897,Fidelio,1895-04-06,DUI,Nederlandsch Lyrisch Tooneel
877868,K.V.O. programmas 1893-97_00236-20211201_122110.jpg,1893-1897,Fidelio,1895-04-07,DUI,Nederlandsch Lyrisch Tooneel
260328,K.V.O. programmas 1893-97_00238-20211201_122129.jpg,1893-1897,Fidelio,1895-04-09,DUI,Nederlandsch Lyrisch Tooneel
110866,K.V.O. programmas 1893-97_00240-20211201_122151.jpg,1893-1897,concert P. Benoit,1895-04-11,?,Nederlandsch Lyrisch Tooneel
531989,K.V.O. programmas 1893-97_00242-20211201_122233.jpg,1893-1897,concert P. Benoit,1895-04-09,?,Nederlandsch Lyrisch Tooneel
533346,K.V.O. programmas 1893-97_00246-20211201_122318.jpg,1893-1897,Czaar en Timmerman,1895-04-14,DUI,Nederlandsch Lyrisch Tooneel
356501,K.V.O. programmas 1893-97_00248-20211201_122335.jpg,1893-1897,Eeen Nacht te Grenada,1895-04-16,DUI,Nederlandsch Lyrisch Tooneel
411162,K.V.O. programmas 1893-97_00253-20211201_122436.jpg,1893-1897,Tannhauser,1895-04-20,DUI,Nederlandsch Lyrisch Tooneel
558834,K.V.O. programmas 1893-97_00255-20211201_122507.jpg,1893-1897,Ondine,1895-04-21,DUI,Nederlandsch Lyrisch Tooneel
554647,K.V.O. programmas 1893-97_00257-20211201_122526.jpg,1893-1897,Tannhauser,1895-04-23,DUI,Nederlandsch Lyrisch Tooneel
641084,K.V.O. programmas 1893-97_00259-20211201_122619.jpg,1893-1897,Tannhauser,1895-04-28,DUI,Nederlandsch Lyrisch Tooneel
695849,K.V.O. programmas 1893-97_00261-20211201_122640.jpg,1893-1897,Fidelio + Bergliot,1895-04-30,DUI ; NOR,Nederlandsch Lyrisch Tooneel
918261,K.V.O. programmas 1893-97_00265-20211201_122734.jpg,1893-1897,Brinio,1895-10-01,NL,Nederlandsch Lyrisch Tooneel
119361,K.V.O. programmas 1893-97_00267-20211201_122752.jpg,1893-1897,De Vrijschutter,1895-10-08,DUI,Nederlandsch Lyrisch Tooneel
800325,K.V.O. programmas 1893-97_00271-20211201_122921.jpg,1893-1897,Fidelio,1895-10-15,DUI,Nederlandsch Lyrisch Tooneel
995771,K.V.O. programmas 1893-97_00273-20211201_122941.jpg,1893-1897,Fidelio,1895-10-19,DUI,Nederlandsch Lyrisch Tooneel
299007,K.V.O. programmas 1893-97_00277-20211201_123016.jpg,1893-1897,Fidelio,1895-10-22,DUI,Nederlandsch Lyrisch Tooneel
673907,K.V.O. programmas 1893-97_00279-20211201_123033.jpg,1893-1897,Fidelio,1895-10-26,DUI,Nederlandsch Lyrisch Tooneel
996510,K.V.O. programmas 1893-97_00281-20211201_123052.jpg,1893-1897,Hans Heiling,1895-10-29,DUI,Nederlandsch Lyrisch Tooneel
956917,K.V.O. programmas 1893-97_00283-20211201_123116.jpg,1893-1897,Hans Heiling,1895-10-31,DUI,Nederlandsch Lyrisch Tooneel
618954,K.V.O. programmas 1893-97_00285-20211201_123142.jpg,1893-1897,Hans Heiling,1895-11-02,DUI,Nederlandsch Lyrisch Tooneel
602858,K.V.O. programmas 1893-97_00289-20211201_123237.jpg,1893-1897,Hans Heiling,1895-11-09,DUI,Nederlandsch Lyrisch Tooneel
792987,K.V.O. programmas 1893-97_00291-20211201_123312.jpg,1893-1897,De Vrijschutter,1895-11-12,DUI,Nederlandsch Lyrisch Tooneel
465949,K.V.O. programmas 1893-97_00293-20211201_123327.jpg,1893-1897,De Wapensmid,1895-11-14,DUI,Nederlandsch Lyrisch Tooneel
871323,K.V.O. programmas 1893-97_00293-20211201_123327.jpg,1893-1897,De Wapensmid,1895-11-16,DUI,Nederlandsch Lyrisch Tooneel
699930,K.V.O. programmas 1893-97_00297-20211201_123404.jpg,1893-1897,Fidelio,1895-11-19,DUI,Nederlandsch Lyrisch Tooneel
261035,K.V.O. programmas 1893-97_00299-20211201_123423.jpg,1893-1897,Ondine,1895-11-23,DUI,Nederlandsch Lyrisch Tooneel
604136,K.V.O. programmas 1893-97_00301-20211201_123445.jpg,1893-1897,Ondine,1895-11-26,DUI,Nederlandsch Lyrisch Tooneel
149878,K.V.O. programmas 1893-97_00303-20211201_123506.jpg,1893-1897,Ondine,1895-11-30,DUI,Nederlandsch Lyrisch Tooneel
619989,K.V.O. programmas 1893-97_00307-20211201_123542.jpg,1893-1897,De Wapensmid,1895-12-03,DUI,Nederlandsch Lyrisch Tooneel
327331,K.V.O. programmas 1893-97_00309-20211201_123607.jpg,1893-1897,Fidelio,1895-12-07,DUI,Nederlandsch Lyrisch Tooneel
926007,K.V.O. programmas 1893-97_00311-20211201_123625.jpg,1893-1897,De Wapensmid,1895-12-10,DUI,Nederlandsch Lyrisch Tooneel
402064,K.V.O. programmas 1893-97_00313-20211201_123657.jpg,1893-1897,De Verkochte Bruid,1895-12-14,TSJ,Nederlandsch Lyrisch Tooneel
482926,K.V.O. programmas 1893-97_00315-20211201_123717.jpg,1893-1897,De Verkochte Bruid,1895-12-17,TSJ,Nederlandsch Lyrisch Tooneel
553746,K.V.O. programmas 1893-97_00317-20211201_123733.jpg,1893-1897,De Verkochte Bruid,1895-12-21,TSJ,Nederlandsch Lyrisch Tooneel
160033,K.V.O. programmas 1893-97_00319-20211201_123755.jpg,1893-1897,Fidelio,1895-12-24,DUI,Nederlandsch Lyrisch Tooneel
401657,K.V.O. programmas 1893-97_00323-20211201_123843.jpg,1893-1897,De Verkochte Bruid,1895-12-26,TSJ,Nederlandsch Lyrisch Tooneel
856360,K.V.O. programmas 1893-97_00325-20211201_124504.jpg,1893-1897,Ondine,1895-12-28,DUI,Nederlandsch Lyrisch Tooneel
921138,K.V.O. programmas 1893-97_00327-20211201_124549.jpg,1893-1897,De Vrijschutter,1895-12-31,DUI,Nederlandsch Lyrisch Tooneel
897280,K.V.O. programmas 1893-97_00329-20211201_124608.jpg,1893-1897,De Verkochte Bruid,1896-01-04,TSJ,Nederlandsch Lyrisch Tooneel
470222,K.V.O. programmas 1893-97_00331-20211201_124634.jpg,1893-1897,De Wapensmid,1895-01-07,DUI,Nederlandsch Lyrisch Tooneel
758038,K.V.O. programmas 1893-97_00333-20211201_124655.jpg,1893-1897,Tannhauser,1896-01-09,DUI,Nederlandsch Lyrisch Tooneel
584026,K.V.O. programmas 1893-97_00335-20211201_124715.jpg,1893-1897,Tannhauser,1896-01-11,DUI,Nederlandsch Lyrisch Tooneel
708215,K.V.O. programmas 1893-97_00337-20211201_124756.jpg,1893-1897,De Verkochte Bruid,1896-01-12,TSJ,Nederlandsch Lyrisch Tooneel
587105,K.V.O. programmas 1893-97_00339-20211201_124815.jpg,1893-1897,Tannhauser,1896-01-14,DUI,Nederlandsch Lyrisch Tooneel
224866,K.V.O. programmas 1893-97_00341-20211201_125225.jpg,1893-1897,De Wapensmid,1896-01-18,DUI,Nederlandsch Lyrisch Tooneel
644427,K.V.O. programmas 1893-97_00343-20211201_125257.jpg,1893-1897,Tannhauser,1896-01-21,DUI,Nederlandsch Lyrisch Tooneel
174812,K.V.O. programmas 1893-97_00345-20211201_125351.jpg,1893-1897,De Verkochte Bruid,1896-01-25,TSJ,Nederlandsch Lyrisch Tooneel
400147,K.V.O. programmas 1893-97_00347-20211201_125413.jpg,1893-1897,Tannhauser,1896-01-28,DUI,Nederlandsch Lyrisch Tooneel
314923,K.V.O. programmas 1893-97_00349-20211201_125431.jpg,1893-1897,De Vliegende Hollander,1896-02-01,DEE,Nederlandsch Lyrisch Tooneel
896602,K.V.O. programmas 1893-97_00351-20211201_125500.jpg,1893-1897,De Vliegende Hollander,1896-02-04,DEE,Nederlandsch Lyrisch Tooneel
584766,K.V.O. programmas 1893-97_00353-20211201_125530.jpg,1893-1897,Tannhauser,1896-02-08,DUI,Nederlandsch Lyrisch Tooneel
623674,K.V.O. programmas 1893-97_00355-20211201_125555.jpg,1893-1897,De Vliegende Hollander,1896-02-11,DEE,Nederlandsch Lyrisch Tooneel
788877,K.V.O. programmas 1893-97_00357-20211201_125630.jpg,1893-1897,Fidelio,1896-02-13,DUI,Nederlandsch Lyrisch Tooneel
436536,K.V.O. programmas 1893-97_00359-20211201_125659.jpg,1893-1897,Ondine,1896-02-16,DUI,Nederlandsch Lyrisch Tooneel
777819,K.V.O. programmas 1893-97_00361-20211201_125735.jpg,1893-1897,De Verkochte Bruid,1896-02-18,TSJ,Nederlandsch Lyrisch Tooneel
300523,K.V.O. programmas 1893-97_00363-20211201_125754.jpg,1893-1897,Pelops,1896-02-20,TSJ,Nederlandsch Lyrisch Tooneel
742637,K.V.O. programmas 1893-97_00365-20211201_125815.jpg,1893-1897,Tannhauser,1896-02-22,DUI,Nederlandsch Lyrisch Tooneel
134961,K.V.O. programmas 1893-97_00369-20211201_125849.jpg,1893-1897,Hans Heiling,1896-02-25,DUI,Nederlandsch Lyrisch Tooneel
308277,K.V.O. programmas 1893-97_00371-20211201_125909.jpg,1893-1897,Czaar en Timmerman,1896-02-29,DUI,Nederlandsch Lyrisch Tooneel
903745,K.V.O. programmas 1893-97_00373-20211201_125928.jpg,1893-1897,De Verkochte Bruid,1896-03-03,TSJ,Nederlandsch Lyrisch Tooneel
437124,K.V.O. programmas 1893-97_00375-20211201_125956.jpg,1893-1897,Tantalus,1896-03-07,TSJ,Nederlandsch Lyrisch Tooneel
884907,K.V.O. programmas 1893-97_00377-20211201_130015.jpg,1893-1897,Tannhauser,1896-03-10,DUI,Nederlandsch Lyrisch Tooneel
561944,K.V.O. programmas 1893-97_00379-20211201_130031.jpg,1893-1897,De Tooverfluit,1896-03-14,DUI,Nederlandsch Lyrisch Tooneel
578541,K.V.O. programmas 1893-97_00381-20211201_130054.jpg,1893-1897,De Tooverfluit,1896-03-17,DUI,Nederlandsch Lyrisch Tooneel
502565,K.V.O. programmas 1893-97_00383-20211201_130136.jpg,1893-1897,De Tooverfluit,1896-03-21,DUI,Nederlandsch Lyrisch Tooneel
623325,K.V.O. programmas 1893-97_00385-20211201_130157.jpg,1893-1897,De Tooverfluit,1896-03-19,DUI,Nederlandsch Lyrisch Tooneel
987830,K.V.O. programmas 1893-97_00387-20211201_130217.jpg,1893-1897,De Tooverfluit,1896-03-24,DUI,Nederlandsch Lyrisch Tooneel
615309,K.V.O. programmas 1893-97_00389-20211201_130237.jpg,1893-1897,De Tooverfluit,1896-03-27,DUI,Nederlandsch Lyrisch Tooneel
624611,K.V.O. programmas 1893-97_00389-20211201_130237.jpg,1893-1897,De Tooverfluit,1896-03-28,DUI,Nederlandsch Lyrisch Tooneel
963317,K.V.O. programmas 1893-97_00391-20211201_130320.jpg,1893-1897,Tannhauser,1896-03-31,DUI,Nederlandsch Lyrisch Tooneel
897023,K.V.O. programmas 1893-97_00394-20211201_130353.jpg,1893-1897,Czaar en Timmerman,1896-04-07,DUI,Nederlandsch Lyrisch Tooneel
820404,K.V.O. programmas 1893-97_00396-20211201_130420.jpg,1893-1897,Tannhauser,1896-04-12,DUI,Nederlandsch Lyrisch Tooneel
614750,K.V.O. programmas 1893-97_00398-20211201_130437.jpg,1893-1897,Tannhauser,1896-04-14,DUI,Nederlandsch Lyrisch Tooneel
278368,K.V.O. programmas 1893-97_00400-20211201_130459.jpg,1893-1897,Fidelio,1896-04-19,DUI,Nederlandsch Lyrisch Tooneel
181577,K.V.O. programmas 1893-97_00402-20211201_130520.jpg,1893-1897,De Vrijschutter,1896-04-21,DUI,Nederlandsch Lyrisch Tooneel
570167,K.V.O. programmas 1893-97_00404-20211201_130536.jpg,1893-1897,Tannhauser,1896-04-26,DUI,Nederlandsch Lyrisch Tooneel
560593,K.V.O. programmas 1893-97_00406-20211201_130554.jpg,1893-1897,Fidelio,1896-10-03,DUI,Nederlandsch Lyrisch Tooneel
