,Date,Original premiere,Directors,Normalised title,Composer,Multiple bill,Multiple bill,Season,Occasion,Language,Dutch,German
3126,28/04/1927,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1926-1927,N,other,False,False
3127,30/04/1927,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1926-1927,N,other,False,False
3128,01/05/1927,1882,Fé Derickx & Bernard Tokkie,Parsifal,Richard Wagner,False,False,1926-1927,N,German,False,True
3129,03/05/1927,1805,Fé Derickx & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1926-1927,N,German,False,True
3130,05/05/1927,1882,Fé Derickx & Bernard Tokkie,Parsifal,Richard Wagner,False,False,1926-1927,N,German,False,True
3131,13/09/1927,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,G,German,False,True
3132,15/09/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,False,False,1927-1928,N,German,False,True
3133,17/09/1927,1866,Fé Derickx & Bernard Tokkie,De Verkochte Bruid,BedÅich	Smetana,False,False,1927-1928,N,other,False,False
3134,18/09/1927,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,N,German,False,True
3135,20/09/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,False,False,1927-1928,N,German,False,True
3136,22/09/1927,1866,Fé Derickx & Bernard Tokkie,De Verkochte Bruid,BedÅich	Smetana,False,False,1927-1928,N,other,False,False
3137,24/09/1927,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1927-1928,N,Dutch,True,False
3138,25/09/1927,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,N,German,False,True
3139,25/09/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,False,False,1927-1928,N,German,False,True
3140,27/09/1927,1866,Fé Derickx & Bernard Tokkie,De Verkochte Bruid,BedÅich	Smetana,False,False,1927-1928,N,other,False,False
3141,29/09/1927,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,N,German,False,True
3142,02/10/1927,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,N,German,False,True
3143,02/10/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,False,False,1927-1928,N,German,False,True
3144,02/10/1927,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1927-1928,N,Dutch,True,False
3145,04/10/1927,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1927-1928,N,Dutch,True,False
3146,06/10/1927,1891,Fé Derickx & Bernard Tokkie,Othello,AntonÃ­n DvoÅÃ¡k,False,False,1927-1928,N,other,False,False
3147,08/10/1927,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,True,True,1927-1928,N,other,False,False
3148,08/10/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,True,True,1927-1928,N,German,False,True
3149,09/10/1927,1866,Fé Derickx & Bernard Tokkie,De Verkochte Bruid,BedÅich	Smetana,False,False,1927-1928,N,other,False,False
3150,09/10/1927,1891,Fé Derickx & Bernard Tokkie,Othello,AntonÃ­n DvoÅÃ¡k,False,False,1927-1928,N,other,False,False
3151,11/10/1927,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1927-1928,N,other,False,False
3152,13/10/1927,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1927-1928,N,Dutch,True,False
3153,15/10/1927,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1927-1928,N,other,False,False
3154,16/10/1927,1891,Fé Derickx & Bernard Tokkie,Othello,AntonÃ­n DvoÅÃ¡k,False,False,1927-1928,N,other,False,False
3155,16/10/1927,1866,Fé Derickx & Bernard Tokkie,De Verkochte Bruid,BedÅich	Smetana,False,False,1927-1928,N,other,False,False
3156,18/10/1927,1891,Fé Derickx & Bernard Tokkie,Othello,AntonÃ­n DvoÅÃ¡k,False,False,1927-1928,N,other,False,False
3157,20/10/1927,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,N,other,False,False
3158,22/10/1927,1891,Fé Derickx & Bernard Tokkie,Othello,AntonÃ­n DvoÅÃ¡k,False,False,1927-1928,N,other,False,False
3159,23/10/1927,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1927-1928,N,Dutch,True,False
3160,23/10/1927,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1927-1928,N,other,False,False
3161,25/10/1927,1805,Fé Derickx & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1927-1928,G,German,False,True
3162,27/10/1927,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1927-1928,N,other,False,False
3163,29/10/1927,1841,Fé Derickx & Bernard Tokkie,Gisella,Adolphe Adam,True,True,1927-1928,N,other,False,False
3164,29/10/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,True,True,1927-1928,N,German,False,True
3165,30/10/1927,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1927-1928,N,other,False,False
3166,30/10/1927,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,N,other,False,False
3167,01/11/1927,1841,Fé Derickx & Bernard Tokkie,Gisella,Adolphe Adam,True,True,1927-1928,N,other,False,False
3168,01/11/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,True,True,1927-1928,N,German,False,True
3169,05/11/1927,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,N,other,False,False
3170,06/11/1927,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,N,German,False,True
3171,06/11/1927,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,True,True,1927-1928,N,other,False,False
3172,06/11/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,True,True,1927-1928,N,German,False,True
3173,08/11/1927,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,G,other,False,False
3174,10/11/1927,1805,Fé Derickx & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1927-1928,N,German,False,True
3175,12/11/1927,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,N,other,False,False
3176,13/11/1927,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,N,other,False,False
3177,15/11/1927,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,True,True,1927-1928,G,Dutch,True,False
3178,15/11/1927,1920,Fé Derickx & Bernard Tokkie,De Wals,Maurice Ravel,True,True,1927-1928,G,other,False,False
3179,17/11/1927,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,N,other,False,False
3180,19/11/1927,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,N,other,False,False
3181,20/11/1927,1891,Fé Derickx & Bernard Tokkie,Othello,AntonÃ­n DvoÅÃ¡k,False,False,1927-1928,N,other,False,False
3182,20/11/1927,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,N,other,False,False
3183,22/11/1927,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,G,German,False,True
3184,24/11/1927,1911,Fé Derickx & Bernard Tokkie,De Rozenkavalier,Richard Strauss,False,False,1927-1928,N,German,False,True
3185,26/11/1927,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,True,True,1927-1928,N,Dutch,True,False
3186,26/11/1927,1920,Fé Derickx & Bernard Tokkie,De Wals,Maurice Ravel,True,True,1927-1928,N,other,False,False
3187,27/11/1927,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,True,True,1927-1928,N,other,False,False
3188,27/11/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,True,True,1927-1928,N,German,False,True
3189,27/11/1927,1805,Fé Derickx & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1927-1928,N,German,False,True
3190,29/11/1927,1911,Fé Derickx & Bernard Tokkie,De Rozenkavalier,Richard Strauss,False,False,1927-1928,N,German,False,True
3191,01/12/1927,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,N,other,False,False
3192,03/12/1927,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,N,German,False,True
3193,04/12/1927,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,N,other,False,False
3194,04/12/1927,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,True,True,1927-1928,N,other,False,False
3195,04/12/1927,1847,Fé Derickx & Bernard Tokkie,Martha,Friedrich von Flotow,True,True,1927-1928,N,German,False,True
3196,06/12/1927,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,G,German,False,True
3197,06/12/1927,1910,Fé Derickx & Bernard Tokkie,De Vuurvogel,Igor Stravinsky,True,True,1927-1928,G,other,False,False
3198,08/12/1927,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,N,other,False,False
3199,10/12/1927,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,N,German,False,True
3200,10/12/1927,1910,Fé Derickx & Bernard Tokkie,De Vuurvogel,Igor Stravinsky,True,True,1927-1928,N,other,False,False
3201,11/12/1927,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1927-1928,N,Dutch,True,False
3202,11/12/1927,1911,Fé Derickx & Bernard Tokkie,De Rozenkavalier,Richard Strauss,False,False,1927-1928,N,German,False,True
3203,13/12/1927,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,G,other,False,False
3204,15/12/1927,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,N,German,False,True
3205,15/12/1927,1910,Fé Derickx & Bernard Tokkie,De Vuurvogel,Igor Stravinsky,True,True,1927-1928,N,other,False,False
3206,17/12/1927,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3207,18/12/1927,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,N,other,False,False
3208,18/12/1927,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,N,German,False,True
3209,18/12/1927,1910,Fé Derickx & Bernard Tokkie,De Vuurvogel,Igor Stravinsky,True,True,1927-1928,N,other,False,False
3210,20/12/1927,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,G,other,False,False
3211,22/12/1927,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3212,25/12/1927,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3213,25/12/1927,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,N,German,False,True
3214,25/12/1927,1910,Fé Derickx & Bernard Tokkie,De Vuurvogel,Igor Stravinsky,True,True,1927-1928,N,other,False,False
3215,24/12/1927,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,N,other,False,False
3216,27/12/1927,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,N,German,False,True
3217,27/12/1927,1910,Fé Derickx & Bernard Tokkie,De Vuurvogel,Igor Stravinsky,True,True,1927-1928,N,other,False,False
3218,29/12/1927,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3219,31/12/1927,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3220,01/01/1928,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3221,01/01/1928,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,N,German,False,True
3222,01/01/1928,1910,Fé Derickx & Bernard Tokkie,De Vuurvogel,Igor Stravinsky,True,True,1927-1928,N,other,False,False
3223,03/01/1928,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3224,05/01/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3225,07/01/1928,1911,Fé Derickx & Bernard Tokkie,De Rozenkavalier,Richard Strauss,False,False,1927-1928,N,German,False,True
3226,08/01/1928,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,N,German,False,True
3227,08/01/1928,1910,Fé Derickx & Bernard Tokkie,De Vuurvogel,Igor Stravinsky,True,True,1927-1928,N,other,False,False
3228,08/01/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3229,10/01/1928,1926,Fé Derickx & Bernard Tokkie,De Golem,Eugen D'Albert,False,False,1927-1928,G,German,False,True
3230,12/01/1928,1905,Fé Derickx & Bernard Tokkie,SalomÃ©,Richard Strauss,True,True,1927-1928,N,German,False,True
3231,12/01/1928,?,Fé Derickx & Bernard Tokkie,De Tooverbeiaard,Pick-Mangiagalli,True,True,1927-1928,N,other,False,False
3232,14/01/1928,1926,Fé Derickx & Bernard Tokkie,De Golem,Eugen D'Albert,False,False,1927-1928,N,German,False,True
3233,15/01/1928,1911,Fé Derickx & Bernard Tokkie,De Rozenkavalier,Richard Strauss,False,False,1927-1928,N,German,False,True
3234,15/01/1928,1882,Fé Derickx & Bernard Tokkie,SnÃ©gourotchka,Nikolay Rimsky-Korsakov,False,False,1927-1928,N,other,False,False
3235,17/01/1928,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,G,German,False,True
3236,19/01/1928,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1927-1928,N,other,False,False
3237,21/01/1928,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1927-1928,N,German,False,True
3238,22/01/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3239,22/01/1928,1926,Fé Derickx & Bernard Tokkie,De Golem,Eugen D'Albert,False,False,1927-1928,N,German,False,True
3240,24/01/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3241,26/01/1928,1926,Fé Derickx & Bernard Tokkie,De Golem,Eugen D'Albert,False,False,1927-1928,N,German,False,True
3242,28/01/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1927-1928,N,other,False,False
3243,29/01/1928,1926,Fé Derickx & Bernard Tokkie,De Golem,Eugen D'Albert,False,False,1927-1928,N,German,False,True
3244,29/01/1928,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1927-1928,N,German,False,True
3245,31/01/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1927-1928,N,other,False,False
3246,02/02/1928,1907,Fé Derickx & Bernard Tokkie,De Tragedie van SalomÃ©,Florent Schmitt,False,False,1927-1928,N,other,False,False
3247,02/02/1928,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,False,1927-1928,N,other,False,False
3248,04/02/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3249,05/02/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3250,05/02/1928,1907,Fé Derickx & Bernard Tokkie,De Tragedie van SalomÃ©,Florent Schmitt,False,False,1927-1928,N,other,False,False
3251,05/02/1928,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,False,1927-1928,N,other,False,False
3252,07/02/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3253,09/02/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1927-1928,N,other,False,False
3254,11/02/1928,1907,Fé Derickx & Bernard Tokkie,De Tragedie van SalomÃ©,Florent Schmitt,False,False,1927-1928,N,other,False,False
3255,11/02/1928,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,False,1927-1928,N,other,False,False
3256,12/02/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3257,12/02/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1927-1928,N,other,False,False
3258,14/02/1928,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1927-1928,N,German,False,True
3259,16/02/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3260,18/02/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3261,19/02/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1927-1928,N,other,False,False
3262,19/02/1928,1907,Fé Derickx & Bernard Tokkie,De Tragedie van SalomÃ©,Florent Schmitt,False,False,1927-1928,N,other,False,False
3263,19/02/1928,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,False,1927-1928,N,other,False,False
3264,20/02/1928,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3265,21/02/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3266,23/02/1928,1911,Fé Derickx & Bernard Tokkie,De Rozenkavalier,Richard Strauss,False,False,1927-1928,G,German,False,True
3267,25/02/1928,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1927-1928,N,German,False,True
3268,26/02/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3269,26/02/1928,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3270,27/02/1928,?,Fé Derickx & Bernard Tokkie,De Koopman van VenetiÃ«,?,False,False,1927-1928,N,other,False,False
3271,28/02/1928,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1927-1928,N,German,False,True
3272,01/03/1928,?,Fé Derickx & Bernard Tokkie,De Geest,Edward Verheyden,True,True,1927-1928,N,Dutch,True,False
3273,01/03/1928,,Fé Derickx & Bernard Tokkie,Het Zeevolk,,True,True,1927-1928,N,other,False,False
3274,03/03/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1927-1928,N,other,False,False
3275,04/03/1928,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1927-1928,N,German,False,True
3276,04/03/1928,?,Fé Derickx & Bernard Tokkie,De Geest,Edward Verheyden,True,True,1927-1928,N,Dutch,True,False
3277,04/03/1928,,Fé Derickx & Bernard Tokkie,Het Zeevolk,,True,True,1927-1928,N,other,False,False
3278,06/03/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,G,German,False,True
3279,08/03/1928,1907,Fé Derickx & Bernard Tokkie,De Tragedie van SalomÃ©,Florent Schmitt,False,False,1927-1928,N,other,False,False
3280,08/03/1928,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,False,1927-1928,N,other,False,False
3281,10/03/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3282,11/03/1928,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1927-1928,N,German,False,True
3283,11/03/1928,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3284,13/03/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1927-1928,N,other,False,False
3285,15/03/1928,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1927-1928,N,other,False,False
3286,17/03/1928,?,Fé Derickx & Bernard Tokkie,De Geest,Edward Verheyden,True,True,1927-1928,N,Dutch,True,False
3287,17/03/1928,1899,Fé Derickx & Bernard Tokkie,Quinten Massys,Emile Wambach,True,True,1927-1928,N,Dutch,True,False
3288,18/03/1928,1907,Fé Derickx & Bernard Tokkie,De Tragedie van SalomÃ©,Florent Schmitt,False,False,1927-1928,N,other,False,False
3289,18/03/1928,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,False,1927-1928,N,other,False,False
3290,18/03/1928,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1927-1928,N,Dutch,True,False
3291,20/03/1928,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3292,22/03/1928,1911,Fé Derickx & Bernard Tokkie,De Rozenkavalier,Richard Strauss,False,False,1927-1928,G,German,False,True
3293,24/03/1928,?,Fé Derickx & Bernard Tokkie,Beatrijs,Lilien,False,False,1927-1928,G,Dutch,True,False
3294,25/03/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,False,False,1927-1928,N,other,False,False
3295,25/03/1928,1925,Fé Derickx & Bernard Tokkie,Paganini,Franz LehÃ¡r,False,False,1927-1928,N,German,False,True
3296,27/03/1928,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1927-1928,G,German,False,True
3297,29/03/1928,?,Fé Derickx & Bernard Tokkie,Beatrijs,Lilien,False,False,1927-1928,N,Dutch,True,False
3298,31/03/1928,1911,Fé Derickx & Bernard Tokkie,De Rozenkavalier,Richard Strauss,False,False,1927-1928,N,German,False,True
3299,01/04/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3300,01/04/1928,?,Fé Derickx & Bernard Tokkie,Beatrijs,Lilien,False,False,1927-1928,N,Dutch,True,False
3301,03/04/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3302,06/04/1928,1882,Fé Derickx & Bernard Tokkie,Parsifal,Richard Wagner,False,False,1927-1928,G,German,False,True
3303,07/04/1928,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1927-1928,N,German,False,True
3304,08/04/1928,?,Fé Derickx & Bernard Tokkie,Beatrijs,Lilien,False,False,1927-1928,N,Dutch,True,False
3305,08/04/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1927-1928,N,other,False,False
3306,09/04/1928,1882,Fé Derickx & Bernard Tokkie,Parsifal,Richard Wagner,False,False,1927-1928,N,German,False,True
3307,10/04/1928,?,Fé Derickx & Bernard Tokkie,Beatrijs,Lilien,False,False,1927-1928,N,Dutch,True,False
3308,12/04/1928,1869,Fé Derickx & Bernard Tokkie,Het Rijngoud,Richard Wagner,False,False,1927-1928,N,German,False,True
3309,14/04/1928,1805,Fé Derickx & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1927-1928,N,German,False,True
3310,15/04/1928,1805,Fé Derickx & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1927-1928,N,German,False,True
3311,15/04/1928,?,Fé Derickx & Bernard Tokkie,Beatrijs,Lilien,False,False,1927-1928,N,Dutch,True,False
3312,17/04/1928,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1927-1928,N,German,False,True
3313,19/04/1928,1871,Fé Derickx & Bernard Tokkie,Siegfried,Richard Wagner,False,False,1927-1928,N,German,False,True
3314,21/04/1928,1882,Fé Derickx & Bernard Tokkie,Parsifal,Richard Wagner,False,False,1927-1928,N,German,False,True
3315,22/04/1928,1916,Fé Derickx & Bernard Tokkie,Driemeisjeshuis,Heinrich BertÃ©,False,False,1927-1928,N,German,False,True
3316,22/04/1928,1869,Fé Derickx & Bernard Tokkie,Het Rijngoud,Richard Wagner,False,False,1927-1928,N,German,False,True
3317,24/04/1928,?,Fé Derickx & Bernard Tokkie,Beatrijs,Lilien,False,False,1927-1928,G,Dutch,True,False
3318,26/04/1928,1876,Fé Derickx & Bernard Tokkie,Godendeemstering,Richard Wagner,False,False,1927-1928,N,German,False,True
3319,28/04/1928,1850,Fé Derickx & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1927-1928,N,German,False,True
3320,29/04/1928,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,True,True,1927-1928,N,German,False,True
3321,29/04/1928,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,True,True,1927-1928,N,other,False,False
3322,29/04/1928,1859,Fé Derickx & Bernard Tokkie,Faust,Charles Gounod,True,True,1927-1928,N,other,False,False
3323,29/04/1928,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,True,True,1927-1928,N,other,False,False
3324,29/04/1928,?,Fé Derickx & Bernard Tokkie,De Geest,Edward Verheyden,True,True,1927-1928,N,Dutch,True,False
3325,31/01/1929,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1928-1929,G,other,False,False
3326,07/05/1929,1805,Fé Derickx & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1928-1929,G,German,False,True
3327,20/09/1928,1909,Fé Derickx & Bernard Tokkie,De Gouden Haan,Nikolay Rimsky-Korsakov,False,False,1928-1929,G,other,False,False
3328,22/09/1928,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,False,1928-1929,N,German,False,True
3329,23/09/1928,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,False,False,1928-1929,N,German,False,True
3330,23/09/1928,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,False,1928-1929,N,other,False,False
3331,25/09/1928,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1928-1929,G,German,False,True
3332,27/09/1928,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,False,False,1928-1929,N,German,False,True
3333,29/09/1928,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1928-1929,G,Dutch,True,False
