,Date,Original premiere,Directors,Normalised title,Composer,Multiple bill,Multiple bill,Season,Occasion,Language,Dutch,German
770,26/11/1904,1904,Jef Judels & Bernard Tokkie,Zeevolk,Paul Gilson,True,True,1904-1905,N,other,False,False
771,26/11/1904,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,True,True,1904-1905,N,Dutch,True,False
772,29/11/1904,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,True,True,1904-1905,N,Dutch,True,False
773,29/11/1904,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1904-1905,N,Dutch,True,False
774,03/12/1904,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1904-1905,N,German,False,True
775,29/11/1904,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1904-1905,G,Dutch,True,False
776,03/12/1904,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1904-1905,N,Dutch,True,False
777,06/12/1904,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1904-1905,N,German,False,True
778,03/12/1904,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1904-1905,N,Dutch,True,False
779,11/12/1904,1893,Jef Judels & Bernard Tokkie,Hansje en Grietje,Engelbert Humperdinck,False,False,1904-1905,N,German,False,True
780,10/12/1904,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1904-1905,N,German,False,True
781,13/12/1904,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1904-1905,N,German,False,True
782,17/12/1904,1791,Jef Judels & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1904-1905,N,German,False,True
783,20/12/1904,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1904-1905,N,Dutch,True,False
784,20/12/1904,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1904-1905,N,Dutch,True,False
785,24/12/1904,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1904-1905,N,German,False,True
786,27/12/1904,1791,Jef Judels & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1904-1905,N,German,False,True
787,31/12/1904,1837,Jef Judels & Bernard Tokkie,Czaar en Timmerman,Albert Lortzing,False,False,1904-1905,N,German,False,True
788,03/01/1905,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1904-1905,N,Dutch,True,False
789,07/01/1905,1976,Jef Judels & Bernard Tokkie,De Kus,BedÅich Smetana,False,False,1904-1905,N,other,False,False
790,03/01/1905,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1904-1905,P,Dutch,True,False
791,10/01/1905,1976,Jef Judels & Bernard Tokkie,De Kus,BedÅich Smetana,False,False,1904-1905,N,other,False,False
792,10/01/1905,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1904-1905,N,Dutch,True,False
793,14/01/1905,1791,Jef Judels & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1904-1905,N,German,False,True
794,15/01/1905,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1904-1905,N,Dutch,True,False
795,17/01/1905,1845,Jef Judels & Bernard Tokkie,Ondine,Albert Lortzing,False,False,1904-1905,N,German,False,True
796,14/01/1905,1976,Jef Judels & Bernard Tokkie,De Kus,BedÅich Smetana,True,True,1904-1905,N,other,False,False
797,14/01/1905,1904,Jef Judels & Bernard Tokkie,Zeevolk,Paul Gilson,True,True,1904-1905,N,other,False,False
798,21/01/1905,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1904-1905,N,German,False,True
799,24/01/1905,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1904-1905,N,Dutch,True,False
800,21/01/1905,,Jef Judels & Bernard Tokkie,De  Kus,,True,True,1904-1905,N,other,False,False
801,21/01/1905,1904,Jef Judels & Bernard Tokkie,Het Arendsnest,Schrey Julius Jan Baptist,True,True,1904-1905,N,Dutch,True,False
802,28/01/1905,1905,Jef Judels & Bernard Tokkie,Het Paradijs,Arthur van Oost,False,False,1904-1905,N,Dutch,True,False
803,31/01/1905,1845,Jef Judels & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1904-1905,N,German,False,True
804,28/01/1905,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1904-1905,N,Dutch,True,False
805,04/02/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
806,04/02/1905,1791,Jef Judels & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1904-1905,N,German,False,True
807,11/02/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,G,German,False,True
808,14/02/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
809,16/02/1905,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1904-1905,N,Dutch,True,False
810,16/05/1905,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1904-1905,N,Dutch,True,False
811,18/02/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
812,16/02/1905,1905,Jef Judels & Bernard Tokkie,Het Paradijs,Arthur van Oost,True,True,1904-1905,N,Dutch,True,False
813,21/02/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
814,25/02/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
815,02/03/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
816,28/02/1905,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1904-1905,N,Dutch,True,False
817,04/03/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
818,07/03/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
819,04/03/1904,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1903-1904,N,German,False,True
820,07/03/1905,1894,Jef Judels & Bernard Tokkie,Cleopatra,August Enna,True,True,1904-1905,N,other,False,False
821,07/03/1905,1905,Jef Judels & Bernard Tokkie,Het Paradijs,Arthur van Oost,True,True,1904-1905,N,Dutch,True,False
822,11/03/1905,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,True,True,1904-1905,N,Dutch,True,False
823,11/03/1905,1899,Jef Judels & Bernard Tokkie,Quinten Massys,Emile Wambach,True,True,1904-1905,N,Dutch,True,False
824,14/03/1905,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1904-1905,N,Dutch,True,False
825,16/03/1905,1821,Jef Judels & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,False,1904-1905,N,German,False,True
826,18/03/1905,1821,Jef Judels & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,False,1904-1905,N,German,False,True
827,25/03/1905,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,True,True,1904-1905,N,Dutch,True,False
828,25/03/1905,1905,Jef Judels & Bernard Tokkie,Het Paradijs,Arthur van Oost,True,True,1904-1905,N,Dutch,True,False
829,26/03/1905,1894,Jef Judels & Bernard Tokkie,Cleopatra,August Enna,False,False,1904-1905,N,other,False,False
830,21/03/1905,1874,Jef Judels & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1904-1905,N,German,False,True
831,28/03/1905,1791,Jef Judels & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1904-1905,G,German,False,True
832,11/04/1905,1874,Jef Judels & Bernard Tokkie,De Vledermuis,Johan Strauss,False,False,1904-1905,N,German,False,True
833,15/04/1905,1874,Jef Judels & Bernard Tokkie,De Vledermuis,Johan Strauss,False,False,1904-1905,N,German,False,True
834,18/04/1905,1874,Jef Judels & Bernard Tokkie,De Vledermuis,Johan Strauss,False,False,1904-1905,N,German,False,True
835,22/04/1905,1874,Jef Judels & Bernard Tokkie,De Vledermuis,Johan Strauss,False,False,1904-1905,N,German,False,True
836,25/04/1905,1874,Jef Judels & Bernard Tokkie,De Vledermuis,Johan Strauss,False,False,1904-1905,N,German,False,True
837,29/04/1905,1874,Jef Judels & Bernard Tokkie,De Vledermuis,Johan Strauss,False,False,1904-1905,N,German,False,True
838,01/08/1905,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1904-1905,G,Dutch,True,False
839,06/08/1905,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1904-1905,N,Dutch,True,False
840,12/08/1905,?,Jef Judels & Bernard Tokkie,Charlotte Corday,Peter Benoit,False,False,1904-1905,N,Dutch,True,False
841,13/08/1905,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1904-1905,P,Dutch,True,False
842,20/08/1905,1904,Jef Judels & Bernard Tokkie,Het Arendsnest,Schrey Julius Jan Baptist,True,True,1904-1905,P,Dutch,True,False
843,20/08/1905,1899,Jef Judels & Bernard Tokkie,Quinten Massys,Emile Wambach,True,True,1904-1905,P,Dutch,True,False
844,22/08/1905,1887,Jef Judels & Bernard Tokkie,Parisina,Edward Keurvels,False,False,1904-1905,P,Dutch,True,False
845,26/08/1905,?,Jef Judels & Bernard Tokkie,Charlotte Corday,Peter Benoit,False,False,1904-1905,P,Dutch,True,False
846,27/08/1905,1869,Jef Judels & Bernard Tokkie,De Vergissing,Joseph Mertens,True,True,1904-1905,P,Dutch,True,False
847,27/08/1905,1902,Jef Judels & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1904-1905,P,Dutch,True,False
848,27/08/1905,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1904-1905,P,Dutch,True,False
849,02/09/1905,1903,Jef Judels & Bernard Tokkie,Prinses Zonneschijn,Paul Gilson,False,False,1905-1906,N,Dutch,True,False
850,03/09/1905,1887,Jef Judels & Bernard Tokkie,Parisina,Edward Keurvels,False,False,1905-1906,N,Dutch,True,False
851,02/09/1905,1869,Jef Judels & Bernard Tokkie,De Vergissing,Joseph Mertens,True,True,1905-1906,P,Dutch,True,False
852,02/09/1905,1902,Jef Judels & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1905-1906,P,Dutch,True,False
853,02/09/1905,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1905-1906,P,Dutch,True,False
854,30/09/1905,1787,Jef Judels & Bernard Tokkie,Don Juan,Wolfgang Amadeus Mozart,False,False,1905-1906,N,other,False,False
855,03/10/1905,1903,Jef Judels & Bernard Tokkie,Prinses Zonneschijn,Paul Gilson,False,False,1905-1906,N,Dutch,True,False
856,07/10/1905,1903,Jef Judels & Bernard Tokkie,Prinses Zonneschijn,Paul Gilson,False,False,1905-1906,N,Dutch,True,False
857,10/10/1905,1787,Jef Judels & Bernard Tokkie,Don Juan,Wolfgang Amadeus Mozart,False,False,1905-1906,N,other,False,False
858,14/10/1905,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1905-1906,N,German,False,True
859,17/10/1905,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1905-1906,N,German,False,True
860,21/10/1905,1903,Jef Judels & Bernard Tokkie,Prinses Zonneschijn,Paul Gilson,False,False,1905-1906,N,Dutch,True,False
861,28/10/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
862,24/10/1905,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1905-1906,N,Dutch,True,False
863,24/10/1905,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1905-1906,N,Dutch,True,False
864,29/10/1905,1903,Jef Judels & Bernard Tokkie,Prinses Zonneschijn,Paul Gilson,False,False,1905-1906,N,Dutch,True,False
865,31/10/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
866,04/11/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
867,11/11/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
868,05/11/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
869,07/11/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
870,14/11/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
871,16/11/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
872,18/11/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
873,21/11/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
874,23/11/1905,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1905-1906,N,Dutch,True,False
875,25/11/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
876,26/11/1905,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1905-1906,N,Dutch,True,False
877,02/12/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
878,28/11/1905,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,True,True,1905-1906,G,Dutch,True,False
879,28/11/1905,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1905-1906,G,Dutch,True,False
880,05/12/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
881,07/12/1905,?,Jef Judels & Bernard Tokkie,Charlotte Corday,Peter Benoit,False,False,1905-1906,N,Dutch,True,False
882,09/12/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
883,10/12/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
884,12/12/1905,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,False,False,1905-1906,N,other,False,False
885,16/12/1905,1791,Jef Judels & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1905-1906,N,German,False,True
886,19/12/1905,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1905-1906,G,Dutch,True,False
887,23/12/1905,1868,Jef Judels & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1905-1906,N,German,False,True
888,26/12/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
889,23/12/1905,1868,Jef Judels & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1905-1906,N,German,False,True
890,26/10/1905,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
891,30/12/1905,1868,Jef Judels & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1905-1906,N,German,False,True
892,02/01/1906,1791,Jef Judels & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1905-1906,N,German,False,True
893,04/01/1906,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1905-1906,P,Dutch,True,False
894,04/01/1906,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1905-1906,P,Dutch,True,False
895,06/01/1906,1868,Jef Judels & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1905-1906,N,German,False,True
896,09/01/1906,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
897,09/01/1906,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1905-1906,N,Dutch,True,False
898,13/01/1906,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
899,16/01/1906,1868,Jef Judels & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1905-1906,N,German,False,True
900,16/01/1906,1837,Jef Judels & Bernard Tokkie,Czaar en Timmerman,Albert Lortzing,False,False,1905-1906,N,German,False,True
901,20/01/1906,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1905-1906,G,Dutch,True,False
902,20/01/1905,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1904-1905,G,Dutch,True,False
903,23/01/1906,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1905-1906,N,Dutch,True,False
904,27/01/1906,1805,Jef Judels & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1905-1906,N,German,False,True
905,30/01/1906,1894,Jef Judels & Bernard Tokkie,Cleopatra,August Enna,True,True,1905-1906,N,other,False,False
906,30/01/1906,1902,Jef Judels & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1905-1906,N,Dutch,True,False
907,03/02/1906,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1905-1906,N,German,False,True
908,03/02/1906,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
909,06/02/1906,1805,Jef Judels & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1905-1906,N,German,False,True
910,10/02/1906,1894,Jef Judels & Bernard Tokkie,Cleopatra,August Enna,True,True,1905-1906,N,other,False,False
911,10/02/1906,1902,Jef Judels & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1905-1906,N,Dutch,True,False
912,11/02/1906,1837,Jef Judels & Bernard Tokkie,Czaar en Timmerman,Albert Lortzing,False,False,1905-1906,N,German,False,True
913,13/02/1906,1805,Jef Judels & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1905-1906,N,German,False,True
914,17/02/1906,1786,Jef Judels & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,False,1905-1906,G,other,False,False
915,20/02/1906,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1905-1906,N,Dutch,True,False
916,24/02/1906,1786,Jef Judels & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,False,1905-1906,N,other,False,False
917,27/02/1906,1894,Jef Judels & Bernard Tokkie,Cleopatra,August Enna,True,True,1905-1906,N,other,False,False
918,27/02/1906,1903,Jef Judels & Bernard Tokkie,De Nieuwsgierige Vrouwen,Ermanno Wolf-Ferrari,True,True,1905-1906,N,other,False,False
919,01/03/1906,1805,Jef Judels & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1905-1906,N,German,False,True
920,03/03/1906,1791,Jef Judels & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1905-1906,P,German,False,True
921,10/03/1906,1786,Jef Judels & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,False,1905-1906,N,other,False,False
922,06/03/1906,1805,Jef Judels & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1905-1906,N,German,False,True
923,11/03/1906,?,Jef Judels & Bernard Tokkie,Door de Joodsche Wet,H. Daniels,True,True,1905-1906,N,other,False,False
924,11/03/1906,?,Jef Judels & Bernard Tokkie,Tortelduifjes,Henricus Melis,True,True,1905-1906,N,Dutch,True,False
925,13/03/1906,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1905-1906,N,German,False,True
926,15/03/1906,1903,Jef Judels & Bernard Tokkie,Prinses Zonneschijn,Paul Gilson,False,False,1905-1906,N,Dutch,True,False
927,17/03/1906,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1905-1906,N,Dutch,True,False
928,17/03/1906,?,Jef Judels & Bernard Tokkie,Het Minnebrugje,Arthur Van Oost,True,True,1905-1906,G,Dutch,True,False
929,18/03/1906,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
930,20/03/1906,1786,Jef Judels & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,False,1905-1906,N,other,False,False
931,24/03/1906,1850,Jef Judels & Bernard Tokkie,Lohengrin,Richard Wagner,False,False,1905-1906,N,German,False,True
932,27/03/1906,1892,Jef Judels & Bernard Tokkie,Genesius,Felix Weingartner,False,False,1905-1906,N,German,False,True
933,31/03/1906,1894,Jef Judels & Bernard Tokkie,Cleopatra,August Enna,False,False,1905-1906,N,other,False,False
934,01/03/1906,1894,Jef Judels & Bernard Tokkie,Cleopatra,August Enna,False,False,1905-1906,N,other,False,False
935,03/04/1906,1805,Jef Judels & Bernard Tokkie,Fidelio,Ludwig van Beethoven,False,False,1905-1906,N,German,False,True
936,02/10/1906,1845,Jef Judels & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1906-1907,G,German,False,True
937,06/10/1906,1906,Jef Judels & Bernard Tokkie,De Rijndwergen,August De Boeck,False,False,1906-1907,N,Dutch,True,False
938,06/10/1906,1906,Jef Judels & Bernard Tokkie,De Rijndwergen,August De Boeck,False,False,1906-1907,G,Dutch,True,False
939,09/10/1906,1906,Jef Judels & Bernard Tokkie,De Rijndwergen,August De Boeck,False,False,1906-1907,N,Dutch,True,False
940,13/10/1906,1845,Jef Judels & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1906-1907,N,German,False,True
941,16/10/1906,1906,Jef Judels & Bernard Tokkie,De Rijndwergen,August De Boeck,False,False,1906-1907,N,Dutch,True,False
942,20/10/1906,1874,Jef Judels & Bernard Tokkie,De Getemde Feeks,Hermann Goetz,False,False,1906-1907,N,German,False,True
943,23/10/1906,1874,Jef Judels & Bernard Tokkie,De Getemde Feeks,Hermann Goetz,False,False,1906-1907,N,German,False,True
944,27/10/1906,1845,Jef Judels & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1906-1907,N,German,False,True
945,30/10/1906,1874,Jef Judels & Bernard Tokkie,De Getemde Feeks,Hermann Goetz,False,False,1906-1907,N,German,False,True
946,01/11/1906,1845,Jef Judels & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1906-1907,N,German,False,True
947,03/11/1906,1874,Jef Judels & Bernard Tokkie,De Getemde Feeks,Hermann Goetz,False,False,1906-1907,N,German,False,True
948,06/11/1906,1845,Jef Judels & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1906-1907,N,German,False,True
949,10/11/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,G,other,False,False
950,13/11/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
951,15/11/1906,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1906-1907,N,Dutch,True,False
952,17/11/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
953,20/11/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
954,24/11/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
955,27/11/1906,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1906-1907,N,Dutch,True,False
956,01/12/1906,1903,Jef Judels & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1906-1907,G,German,False,True
957,04/12/1906,1903,Jef Judels & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1906-1907,G,German,False,True
958,08/12/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
959,11/12/1906,1903,Jef Judels & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1906-1907,N,German,False,True
960,10/12/1906,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1906-1907,N,Dutch,True,False
961,15/12/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
962,18/12/1906,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1906-1907,N,Dutch,True,False
963,20/12/1906,1901,Jef Judels & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1906-1907,N,Dutch,True,False
964,22/12/1906,1903,Jef Judels & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1906-1907,N,German,False,True
965,25/12/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
966,29/12/1906,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
967,01/01/1907,1903,Jef Judels & Bernard Tokkie,Laagland,Albert D'Eugen,True,True,1906-1907,N,German,False,True
968,01/01/1907,1902,Jef Judels & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1906-1907,N,Dutch,True,False
969,03/01/1907,1845,Jef Judels & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1906-1907,N,German,False,True
970,05/01/1907,1896,Jef Judels & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1906-1907,N,Dutch,True,False
971,08/01/1907,1874,Jef Judels & Bernard Tokkie,De Getemde Feeks,Hermann Goetz,False,False,1906-1907,P,German,False,True
972,12/01/1907,1849,Jef Judels & Bernard Tokkie,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1906-1907,N,German,False,True
973,15/01/1907,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,G,other,False,False
974,17/01/1907,1899,Jef Judels & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1906-1907,G,Dutch,True,False
975,22/01/1907,1849,Jef Judels & Bernard Tokkie,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1906-1907,N,German,False,True
976,26/01/1907,1907,Jef Judels & Bernard Tokkie,Kermisweelde,Arthur van Dooren,True,True,1906-1907,N,Dutch,True,False
977,26/01/1907,1899,Jef Judels & Bernard Tokkie,Quinten Massys,Emile Wambach,True,True,1906-1907,N,Dutch,True,False
978,29/01/1907,1849,Jef Judels & Bernard Tokkie,De Lustige Vrouwtjes van Windsor,Otto Nicolai,False,False,1906-1907,N,German,False,True
979,02/02/1907,1903,Jef Judels & Bernard Tokkie,De Verzonken Klok,Aleksey Davidov,False,False,1906-1907,N,other,False,False
